,AF: Import: Cost: Border Compliance,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Median Case,AF: Exports: Lead Time: Median Case,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Goods,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Ores & Metals,AF: Exports: Goods,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Commercial Service,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Goods by Reporting Economy,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Total Goods Exports: The Arab World,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Number of Documents,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Special Categories,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Oil Exporting Countries,AF: (DC)Exports: fob: USD,AO: Imports: cif: Euro Area,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Countries or Area Not Specified,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport
Skewness,0.6085806194501845,0.6085806194501864,,,,,0.04917225177173659,0.2647372377694837,0.09590477041810382,1.7071573306033931,1.8204433587932471,1.9596730936470153,-0.43434050333602653,1.2088655087040552,1.6244575151891434,0.5843647569912673,0.5630296582556635,1.1276504952624444,-0.7545183693773799,1.447420255678775,1.5435733114976222,2.4074506557568776,1.6709961876249073,1.0497785258683432,1.0497785258683432,1.8048198660171957,1.0017381347700824,0.25071234699238953,-0.84420015024909,0.9412905973770455,1.8611156805065532,2.3616998748411016,2.950614019827245,1.8971651256649964,2.5538486849438016,-0.047293462383297034,-4.140829174715486,2.569527659171522,1.4188861037883689,-4.296876082456108,0.026748113375184564,-0.9373701976494869,-6.943020194840917,2.768346477181645,1.0810311895593947,2.1119634955596833,1.3011704808251032,-0.9462118179391503,3.0100218692712484,2.9217207131235106,1.3114756822624056,-1.9940249678296023,2.896291837366398,1.657133502964853,10.967629457735429,1.897922551559703,,0.7465209773303092,1.1859049732457,,1.0058614479675592,0.3773567671384931,2.7101585740041214,1.2274695844414472,3.834442110689324,-0.10815651853054138,-1.32432099874611,1.9611786189638134,2.24675172039517,0.9742448952101564,5.106969582859358,4.4424580463224945,-0.4786385116178875,1.8381478837596554,1.8384800306056714,2.7287263056721915,1.183644534756049,0.7116020163697415,1.6594492165688335,2.225733878707279,2.720611489927617,1.7706528135188377,0.29977276140329695,1.9584790825792242,-1.4930167760721562,0.49071146595891835,-0.21850484047294813,-0.445563925454182,1.9280174431024653,1.0050902376141502,0.6085806194501846,,0.6085806194501758,1.2005204949340242,1.0255832886964547,0.6495453073198957,1.9596730936470153,0.6446001444145467,0.36316951278173915,-0.19280354000716415
Kurtosis,-3.333333333333334,-3.3333333333333304,,,,,,-0.7692593797073326,-1.0100919161557984,1.658023644780481,1.8713127707456825,3.9456520924247536,-0.16738199346760396,0.8926743014047913,3.1235500271330476,-0.8704334377902154,-0.06870638832166831,0.031409442487623895,0.7199635843160217,1.469174730318016,0.9108798201482857,8.818252461819073,2.6851234376013795,0.1276630679090598,0.1276630679090598,4.427946114106591,-0.45376692048953604,-0.7669508316702305,0.7434975448158703,0.3874114973333489,2.6177502377903257,7.930608105853219,10.905326267024842,3.3007464048380277,9.613379455850767,-2.6830468487067463,18.519643126302213,5.8309341816871525,1.918110598297749,17.743467633012855,-2.264688913012047,-0.060175601205632034,47.41090303586679,9.54135431048432,-0.027243390834316816,6.049952580894501,1.011603477303007,-1.3393939393939407,9.050010484267741,7.38515884767947,1.7447582222066336,7.04702338842789,9.95201545712371,1.4709960338188597,151.76253608553245,3.221356038727699,,0.45179425389254924,2.229875466978306,,1.3378510423030585,-0.9129172447674252,12.231559045385813,0.1325671771168042,15.196727873133922,-1.215708985002717,1.07657792739856,7.357781308153122,4.429118155483117,-0.1556324899731334,26.95560191651378,19.89951316070862,0.6861186424755736,2.159343929113911,2.1577502694538184,8.023188129195987,0.2933623365014002,-0.8454647633014742,1.5443254675046076,4.240402190886277,8.646148085279284,3.0917530148688432,-0.4313619737869523,3.1135896638808944,1.090531428401654,-1.1238824622410375,-1.1819885423788752,0.217018708583276,4.393415063394078,-0.5636137984984613,-3.333333333333332,,-3.3333333333333472,2.2843268888921036,0.1702651961336188,-1.0811700460442153,3.9456520924247536,-0.6103843727757616,1.415251459661012,-1.3538591687674675
Coefficient Variation,0.06933196930445142,0.06671127327866366,0,0,0,0.9561686838716877,0.6059874057541415,0.5241007319486605,0.5131471233296445,1.3504665912379281,1.4799297286829285,0.6221936365618557,0.34274692880254776,0.7467028381049794,0.7082295587654273,0.7253742311481594,0.6218922014067866,1.3349060392732834,0.1879184347726204,0.7829748116228719,1.3618813791869568,0.406187389624564,1.0801481587634314,0.6624719443783501,0.6624719443783501,1.1527300003022016,1.2920737733570322,0.41835974597135256,0.38775189887437245,0.7486782844404655,1.6602542690250206,1.4664159563217214,1.8860766103785256,1.4760277535595898,1.6882674992775777,-0.8982794485969978,2.16797120954008,1.8284378092864058,1.1931631033463412,-5.5193163270859795,0.9715781239988709,-0.9900647800614841,-8.991968420058555,1.4019322458698027,1.0396868857661858,1.2953414250273465,1.1198027145540812,-1.1515332253750585,1.634214018145247,2.317962628230477,1.7429029857588683,-7.7186822922781735,1.7305585863986825,1.3448408363159299,2.810439879446436,1.4865069212087725,0,0.08323504606893904,0.5770743119320563,0,0.07664017694115004,0.7348145513122808,1.4345309960828303,1.0590913355435734,1.6535514062323857,1.6374504356154689,-0.2614478510911413,0.9737657593543945,1.604978521572879,0.8800371175181703,1.9728973990974692,2.5156232806406185,0.532639597412393,1.373974906119662,1.3792323833435989,1.0942277175655015,1.163926308472405,0.8620738031217096,1.3455600118325335,1.6158131295103684,1.9799857355259687,1.265068691658362,0.6312934921512952,1.654702789568831,-1.548300850871192,1.017167405457842,0.6384044479645078,0.30289397418527125,0.5707843260120593,1.0437982415060671,0.035110420352895265,0,0.019989874361502413,0.20417231241719824,0.8509036846866671,0.9064249282089524,0.6221936365618557,0.6123518828138098,0.3392245655648592,0.17535048322962854
Min,750,453,344,48,96,4,2,6.57396431,2.5009996,87,109.525,5.31120041,4.27602338,0.84126731,0.03977495,50,1.20493394,0.3,43.20987654,49.9,0.0001204,6.56171478,0.63695827,1.69636371,1.69636371,0.02711102,-1e-8,11.43584727,3.45045601,0.20440713,0.2,5.5,0.001,6.2,-1.007651,-0.002087,-0.10899,0.00006829,0.00841565,-1.699014,0.000045,-1.01844,-1.1018,0.00033938,0.00089627,0.02758234,0.02711102,-0.002037,0.02704151,0.00031459,-0.006786,-0.105875,0.015,4.5,0.00041246,6.2,10,67,0.00237097,10,71,1.06595603,3.70318,0,0.006,-1.72984773,-18.925038,1.62,46,6,0,0,-0.000395,0,0,0,0.0011749,24,3.7,0.00056386,0.001,0.00070729,0.20959676,0.00076606,-43.998318,-1e-8,0.03699223,13.6385048,5.10050418,0.00184667,228,900,324,6.72389127,0.2182761,96.5,5.31120041,4.05862458,3.69508543,49.52191326
Max,850,511,344,48,96,20.7,8.1,65.8142763,85.84598333,9069,8580.252554,49.65972173,28.46417301,34.77309427,0.56541431,875,85.16068391,2519.37101219,95.90643275,850.37684,1.12452209,34.61741964,56.79012346,85.70379326,85.70379326,91.86925818,76.60772457,62.93190265,20.29962346,14.8362621,1367.958224,3882.367572,284.39002,4586.544327,2.739386,-0.000146,0.033643,0.012519,47.50938245,0.198234,0.001812,0.00059,0.049222,2.93189792,4.72446087,91.13971754,12.85019445,-0.000201,14.4420635,8.39490184,0.01976692,0.065242,161.493744,1185.842388,25.246417,4704.042538,10,86,3.47372543,10,91,16.57407998,2717.53,880.501,1.2,5.35781438,-11.19022,171.45,8724.08,230.11,244.46,1915.86,0.00567,603.537,598.06,1272.79,5.95927,728.6,1092.896955,1.119789,147.19123,0.53042159,26.91945492,23.38914066,1.834466,66.55879721,61.10060501,56.91887522,26.074387,4.36897872,243,900,336,16.35761423,72.18606167,1737.89088357,49.65972173,32.76108727,14.90050861,86.34723788
Median,750,453,344,48,96,12.35,5,30.2510646,42.69875403,841,492.53062815,12.560164714999999,17.3695294,7.74306923,0.126362095,236,30.800504075,56.8,74.15255683,174.91078,0.10645153,12.87941589,8.74583083,25.752252135,25.752252135,6.85790823,2.961464785,30.05847597,13.7309155,3.8242844299999996,27.59037565,110.118489,2.0875000000000004,141.77176108,0.13585871,-0.00096,0.013068,0.0003035,6.73952171,0.003138,0.0007700000000000001,-0.294452,0.002607,0.2386528,0.9458780600000001,9.0120593,1.56053976,-0.000201,0.74927935,0.20260045999999998,0.001629,0.0012144999999999999,3.902417,76.67035957,0.20655247,144.25143641,10,74,1.39443796,10,77,7.367847825,54.3067,93.1912,0.1,1.4107304,-12.6560205,14.42,338.985,47.76,7.25,22.34,0.003026,34.2658,33.9915,112.488,0.555522,162,66.957,0.072687,0.1,0.03371743,11.62178942,0.07313549,-0.85706364,11.87075729,33.93794176,37.23807016,9.44391026,0.62660779,228,900,324,9.59413754,21.68466682,192.4,12.560164714999999,11.67658281,8.857202035,69.60218665
No. of Obs,5,5,5,5,5,2,3,25,52,59,52,52,25,25,22,59,58,21,17,58,10,25,17,58,58,51,52,39,11,50,629,629,578,629,88,8,73,48,41,94,16,11,101,39,32,35,50,13,47,32,77,50,299,629,415,629,10,10,17,10,10,16,429,441,17,38,4,206,62,119,192,101,12,345,345,345,333,62,629,63,283,34,45,47,121,58,25,25,10,47,5,5,5,21,47,21,52,21,10,21
12/1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,
12/1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,
12/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,
12/1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
12/1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,
12/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,
12/1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,
12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
12/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,
12/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,
12/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,60.36,,,,,,,,,,,,,,,,,,,,,,
12/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,49.88,,,,,,,,,,,,,,,,,,,,,,
01/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,7.7,0.2,7.85,,,,,,,,,,,,,,,,,,,,6.55,,8.05,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,
02/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,7.7,0.2,7.85,,,,,,,,,,,,,,,,,,,,6.55,,8.05,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,
03/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,8.5,,9.2,,,,,,,,,,,,,,,,,,,,7.2,,9.2,,,,,,,,,,,,,,12,,2,,,,,,,6.1,,0.1,,,,,,,,,,,,,,,,,,,
04/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.6,0.1,8.9,,,,,,,,,,,,,,,,,,,,7.3,,9,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,
05/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,13.5,,14.3,,,,,,,,,,,,,,,,,,,,11.7,,14.3,,,,,,,,,0.1,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,
06/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,8.9,0.7,9.3,,,,,,,,,,,,,,,,,,,,8,,10,,,,,,,,,,,,,,13,,2.2,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,
07/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,11.2,,11.7,,,,,,,,,,,,,,,,,,,,9.6,,11.7,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,
08/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.2,0.4,8.5,,,,,,,,,,,,,,,,,,,,7.1,,8.9,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,
09/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9.4,0.3,9.8,,,,,,,,,,,,,,,,,,,,8.2,,10.1,,,,,,,,,,,,,,12,,2.2,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
10/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.5,,9,,,,,,,,,,,,,,,,,,,,7,,9,,,,,,,,,0.1,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,
11/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9.5,0.1,10,,,,,,,,,,,,,,,,,,,,8.3,,10.1,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,
12/1960,,,,,,,,,,87,,,,,,50,46.49298597,,,49.9,,,,23.24649299,23.24649299,,,25.47520503,,,1.8,17.5,1,18.4,,,,,,,,,,,,,,,,,,,,14.8,,19.4,,,,,,,,,0.1,,,,87,13,,2.3,,,,,,50,12.5,,,,,,,30.26052104,,,,,,,,,,,,,,
01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.95,,7.3,,,,,,,,,,,,,,,,,,,,5.9,,7.3,,,,,,,,,0.05,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
02/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.95,,7.3,,,,,,,,,,,,,,,,,,,,5.9,,7.3,,,,,,,,,0.05,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
03/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,5.5,,6.2,,,,,,,,,,,,,,,,,,,,4.5,,6.2,,,,,,,,,,,,,,14,,2.6,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
04/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.5,,8.9,,,,,,,,,,,,,,,,,,,,7.3,,8.9,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,
05/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,8.6,0.4,9.4,,,,,,,,,,,,,,,,,,,,7.4,,9.8,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,
06/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.6,0.1,8,,,,,,,,,,,,,,,,,,,,6.6,,8.1,,,,,,,,,,,,,,13,,2.7,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,
07/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7.1,,7.3,,,,,,,,,,,,,,,,,,,,5.7,,7.3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
08/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,12.1,0.6,14,,,,,,,,,,,,,,,,,,,,10.2,,14.6,,,,,,,,,0.3,,,,,,,,,,,,,,8.3,,1,,,,,,,,,,,,,,,,,,,
09/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.7,0.1,9.4,,,,,,,,,,,,,,,,,,,,7.2,,9.5,,,,,,,,,,,,,,13,,2.3,,,,,,,5.8,,0.1,,,,,,,,,,,,,,,,,,,
10/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,8.2,0.7,9.7,,,,,,,,,,,,,,,,,,,,7,,10.4,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,
11/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.2,,8.6,,,,,,,,,,,,,,,,,,,,6.8,,8.6,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,
12/1961,,,,,,,,,,99,,,,,,53,45.50561798,,,53.4,,,,12.35955056,12.35955056,,,27.69230736,,,1.1,16.1,0.1,17.1,,,,,,,,,,,,,,,,,,,,13.3,,17.2,,,,,,,,,,,,,99,13,,2.3,,,,,,53,11,,,,,,,42.13483146,,,,,,,,,,,,,,
01/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,7.65,0.05,8.15,,,,,,,,,,,,,,,,,,,,6.55,,8.2,,,,,,,,,,,,,,,,,,,,,,,5.35,,,,,,,,,,,,,,,,,,,,,
02/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,7.65,0.05,8.15,,,,,,,,,,,,,,,,,,,,6.55,,8.2,,,,,,,,,,,,,,,,,,,,,,,5.35,,,,,,,,,,,,,,,,,,,,,
03/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9,,9.9,,,,,,,,,,,,,,,,,,,,7.8,,9.9,,,,,,,,,,,,,,10,,2.5,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,
04/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10.9,,11.7,,,,,,,,,,,,,,,,,,,,9,,11.7,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,
05/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,12.3,0.1,13,,,,,,,,,,,,,,,,,,,,9.9,,13.1,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,
06/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10.4,0.3,10.7,,,,,,,,,,,,,,,,,,,,8.7,,11,,,,,,,,,,,,,,10,,2.4,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,
07/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,12.3,0.2,13.3,,,,,,,,,,,,,,,,,,,,10.5,,13.5,,,,,,,,,0.1,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,
08/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.1,,10.5,,,,,,,,,,,,,,,,,,,,7.7,,10.5,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,
09/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.5,,9.2,,,,,,,,,,,,,,,,,,,,7.1,,9.2,,,,,,,,,,,,,,18,,4,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,
10/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,9.7,,11.7,,,,,,,,,,,,,,,,,,,,8.1,,11.7,,,,,,,,,1.2,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,
11/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9.5,,10.1,,,,,,,,,,,,,,,,,,,,8.1,,10.1,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,
12/1962,,,,,,,,28.65213764,,116,,,7.8352668,6.10992782,0.03977495,58,35.31409168,,,58.9,,13.83135651,,13.58234295,13.58234295,,,31.82926765,,,1.7,17.7,0.1,19.3,,,,,,,,,,,,,,,,,,,,14.6,,19.4,,,0.96661662,,,,,,,,,,116,20,,2.7,,,,,,58,12.4,,,,,,,51.10356537,53.75585242,31.94702634,,,,,,,,,,,,
03/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,8.6,,10.3,,,,,,,,,,,,,,,,,,,,7.4,,10.3,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,
05/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,14,,14.6,,,,,,,,,,,,,,,,,,,,11.7,,14.6,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,
06/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,10.2,0.1,11,,,,,,,,,,,,,,,,,,,,8.5,,11.1,,,,,,,,,,,,,,9,,2.6,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,
07/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,15,,16.9,,,,,,,,,,,,,,,,,,,,12.6,,16.9,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,
08/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,12.1,,12.8,,,,,,,,,,,,,,,,,,,,10.1,,12.8,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,
09/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.7,,11.1,,,,,,,,,,,,,,,,,,,,8.5,,11.1,,,,,,,,,,,,,,17,,3,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,
10/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,14.7,,15.5,,,,,,,,,,,,,,,,,,,,12.1,,15.5,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,
