,AF: Arms Imports: SIPRI Trend Indicator Values (TIV),AF: (DC)Arms Exports: SIPRI Trend Indicator Values (TIV),AF: Armed Forces Personnel: Total,AF: Armed Forces Personnel: % of Total Labour Force,"AF: Presence of Peace Keepers: Number of Troops, Police and Military Observers in Mandate",AF: Military Expenditure,AF: Military Expenditure,AF: Military Expenditure as % of GDP,AF: Military Expenditure as % of General Government Expenditure,AF: (DC)Military Expenditure as % of Central Government Expenditure,AF: International Development Association: Resource Allocation Index: 1=Low To 6=High,AF: International Development Association: Grants,AF: Debt Forgiveness Grants,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Australia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Austria,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Belgium,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Canada,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Czech Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Denmark,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: European Commission,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Finland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: France,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Germany,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Greece,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Iceland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Ireland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Italy,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Japan,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Korea,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Luxembourg,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Netherlands,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: New Zealand,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Norway,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Poland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Portugal,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovak Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovenia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Spain,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Sweden,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Switzerland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United Kingdom,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United States,AF: Net Official Flows from UN Agencies: IAEA,AF: Net Official Flows from UN Agencies: IFAD,AF: (DC)Net Official Flows from UN Agencies: UNAIDS,AF: Net Official Flows from UN Agencies: UNICEF,AF: Net Official Flows from UN Agencies: UNHCR,AF: Net Official Flows from UN Agencies: UNDP,AF: Net Official Flows from UN Agencies: UNFPA,AF: (DC)Net Official Flows from UN Agencies: UNPBF,AF: (DC)Net Official Flows from UN Agencies: UNRWA,AF: (DC)Net Official Flows from UN Agencies: UNTA,AF: Net Official Flows from UN Agencies: WFP,AF: Net Official Flows from UN Agencies: WHO,AF: Net Official Flows from UN Agencies: FAO,AF: Net Official Flows from UN Agencies: ILO,AF: Net Official Development Assistance Received: Current Price,AF: Net Official Development Assistance and Official Aid Received: Current Price,AF: Net Official Development Assistance Received: 2016 Price,AF: Net Official Development Assistance and Official Aid Received: 2016 Price,AF: (DC)Net Official Development Assistance Received: 2014 Price,AF: (DC)Net Official Development Assistance Received: 2013 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2013 Price,AF: (DC)Net Official Development Assistance Received: 2012 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2012 Price,AF: (DC)Net Official Development Assistance Received: 2011 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2011 Price,AF: (DC)Net Official Development Assistance Received: 2010 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2010 Price,AF: (DC)Net Official Development Assistance Received: 2009 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2009 Price,AF: (DC)Net Official Development Assistance Received: 2008 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2008 Price,AF: (DC)Net Official Development Assistance Received: 2007 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2007 Price,AF: Net Official Development Assistance Received: % of Gross National Income,AF: Net Official Development Assistance Received: % of Central Government Expenditure,AF: Net Official Development Assistance Received: % of Gross Capital Formation,"AF: Net Official Development Assistance Received: % of Imports of Goods, Services and Primary Income",AF: Net Official Development Assistance Received per Capita: Current Price,AF: IMF Account: Fund Position: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: UFC: General Resources Account,"AF: IMF Account: Fund Position: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: Fund Holdings of Currency,AF: IMF Account: Fund Position: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: Overdue Obligations,AF: IMF Account: Fund Position: USD: Allocations of SDRs to Date,AF: IMF Account: Fund Position: USD: Quota,AF: IMF Account: Fund Position: USD: Reserve Tranche Position,AF: IMF Account: Fund Position: USD: Lending to the Fund,AF: IMF Account: Fund Position: USD: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: USD: UFC: General Resources Account,"AF: IMF Account: Fund Position: USD: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: USD: Fund Holdings of Currency,AF: IMF Account: Fund Position: USD: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: USD: Overdue Obligations,AF: IMF Account: Fund Position: SDR Holdings: % of Allocation,AF: IMF Account: Fund Position: Currency Holdings: % of Quota,AF: IMF Account: Fund Position: UFC: % of Quota
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412780397,412780397,412755187,412780397,412755187,412780397,412755187,412780397,412755187,412780397,412755187,412780397,412755187,412780397,412755187,,,,,,,,,,,,,,,,,,,,,,,,
Mean,96.43236449671997,,39.99087120306034,35.18066297804173,-1.555383022774327,7.913449531513326,9.994142506164694,-3.201097273015091,-8.567154552287558,-9.530518631256902,0.27345320729031974,23.100382961600573,875.0717356598092,88.587138457997,148.16018654135803,62.52027015234393,350.5845874328099,206.62468272927597,31.737019969216647,164.76558849238245,99.88747568677628,49.04497363582187,52.986585659443016,61.58549693107203,191.6630300175595,-10.431604195074554,43.91528408081367,104.7867057322403,168.59068634051064,69.73828021416558,132.4122871009025,80.46588067318048,95.61605932172985,25.60357443765484,34.139449776640056,140.34388097078147,23.694729933180923,11.265503594725608,130.27500701126303,53.57697142477315,19.281263150575995,74.66272047667337,102.53766251026921,34.981137101700135,57.279973288733686,,9.147993388957255,1337.4806740882932,32.15893839329047,124.66501713635888,,,46.64866443384765,11000.769635365594,26.62228136651733,,35.37794057794058,60.06353181604826,60.06353181604826,48.22007412744629,48.22007412744629,46.055475145432275,35.5127612779333,35.708878181727464,36.54878518153965,36.54878518153965,37.229158577013585,37.229158577013585,40.39267472757455,40.39267472757455,43.92451085596691,43.92451085596691,39.92501117543665,39.92501117543665,41.47946874199013,41.47946874199013,-2.905232401332551,-8.842489038069699,1.916065887767105,157.66013951301483,57.31566726027577,14.62830687045115,22.717795312708372,5.8353846506063265,8.496171070184305,,,15.187910224982355,7.843392138910209,-3.54483525944693,,13.773218916041351,21.537976424965283,5.333265101993596,9.125118890130851,,,21157.20769820453,2.718790486052254,11.042580549181169
Variance,98517.15641028204,,22994.157146697795,21243.79008420423,831.1052068643044,434.5938010138246,362.805212129061,271.9903913576216,251.7716915409839,260.29507242010476,9.656254536251243,5758.788914279549,7808505.865891762,138515.6053773671,205909.86001474276,30368.216055974135,2619240.833364566,1075814.2541429633,11461.03568175362,571377.1226020621,135893.66039776144,62907.34669507187,47131.56568906695,64913.821365105,319819.40093165083,642.3705163764145,26022.94272428763,243176.42560227637,664470.0387255854,26981.41202916392,399109.40227069065,43235.99300220811,60381.08207132174,3675.2757332777887,10130.651140745213,132408.11076362192,9657.86390042761,9395.482863357165,157861.09731356674,18020.487097250956,6165.104843509553,46438.48759490503,433718.0191602125,5717.123913099037,3335.3611540529323,,1506.3938858019892,21888238.519458905,22771.649456313706,339713.23266751855,,,49697.86167957813,5241100329.961275,3317.560265811907,,4623.908470263213,93767.49857067557,93767.49857067557,61614.99265504541,61614.99265504541,51765.36481280186,20426.02848793916,23362.77986739786,20587.574191687803,20587.574191687803,20301.262578757032,20301.262578757032,25606.439876814766,25606.439876814766,32140.757206785405,32140.757206785405,22756.075821319642,22756.075821319642,26204.29820026157,26204.29820026157,1137.6487790768365,514.9124091819117,1246.659223332534,445593.1034071404,95757.53066793586,16141.603281168675,30448.34300692007,770.1111350114496,665.2307547400128,,,4883.791760926585,493.86060957195593,686.9377713337251,,13980.345878676715,26141.870378950378,908.6650490993181,664.0461836711438,,,64191398358.40134,390.9798231160835,16366.062530559573
Standard Deviation,313.87442777372297,,151.63824434059435,145.7524959793287,28.828895345890455,20.846913464919083,19.047446341414403,16.492131195137322,15.867315196370932,16.133662709382044,3.107451453563071,75.88668469685278,2794.3703881002893,372.17684691201185,453.77291679290727,174.2647871945854,1618.4068812769444,1037.2146615541853,107.05622673041312,755.8949150523914,368.6375732311635,250.81337024782366,217.09805547048768,254.7819094149053,565.5257738880262,25.345029421494356,161.3162816466076,493.1292179563855,815.1503166444735,164.26019611933964,631.7510603637248,207.93266458689965,245.72562355465035,60.6240524319992,100.65113581448156,363.87925299970306,98.27443157010683,96.9302989955007,397.3173760529065,134.24040784075024,78.5181816110737,215.49591085425504,658.5727136468778,75.61166519194666,57.75258569149032,,38.81229039623904,4678.486776668168,150.9027814730852,582.8492366534579,,,222.9301722055095,72395.4441243458,57.59826617018872,,67.99932698389898,306.2147915608839,306.2147915608839,248.22367464656833,248.22367464656833,227.5200316737009,142.91965745809483,152.84887918266807,143.48370706002757,143.48370706002757,142.482499201681,142.482499201681,160.0201233495799,160.0201233495799,179.27843486260528,179.27843486260528,150.85117109694457,150.85117109694457,161.87741720283768,161.87741720283768,33.72904948374378,22.69168149745434,35.308061732875316,667.5276049776072,309.4471371138144,127.04960952780876,174.49453575089413,27.75087629267677,25.792067670894724,,,69.8841309663831,22.222974813736254,26.209497731427916,,118.238512671112,161.68447785409202,30.14407154150411,25.76909357488431,,,253360.21463205572,19.773209732263588,127.92991257153103
Skewness,3.9685299538860375,NaN,4.461870255949889,4.309023794443475,1.0041918201491689,0.9784233415035014,1.3545567750812895,0.5240209201218565,-0.32881131968285493,-0.16486469162738562,0.07411618677943445,0.9928921297551246,2.9982281201313086,5.313927268269492,4.221538855950907,2.8445251046356828,5.257020466718484,6.4003253017624635,1.623471436196055,4.549071716716874,5.459719219071086,5.412987414508439,5.017556538630625,4.891492271575267,3.383551993771016,1.0818545302764515,4.032427754586758,5.8513453339199,5.67457902294549,1.5665568506901228,5.1139262084080634,2.3067276723573023,2.6052372222680518,1.672757618173212,1.377610769583373,2.5187002136780943,0.6515840318367658,2.7702532856723545,3.539983209229907,3.2329986512746656,3.4144684035262705,3.7385479333494476,6.817690931418516,0.40582305963992354,2.062222408084707,NaN,-0.055334873120578054,4.0055561917377815,4.3708794445742845,5.165156675526385,NaN,NaN,5.524082453503464,6.6330811989304355,0.49330552407225975,NaN,0.028010530389049604,6.965010370697346,6.965010370697346,6.76545291009115,6.76545291009115,6.558939427197867,5.132008167195079,5.556457281958439,5.022882622765825,5.022882622765825,4.918810442621237,4.918810442621237,5.24945235074869,5.24945235074869,5.498260491541421,5.498260491541421,4.903167820136678,4.903167820136678,5.07790105196986,5.07790105196986,1.0676938064140356,-0.6298090657584109,1.4983199778661827,4.2634102788874335,7.021036376211788,7.691393857102451,5.723221192608602,1.7162895820660573,3.2631297188167023,NaN,NaN,6.284993713609211,3.614669077602912,-2.2400089576887554,NaN,7.431750980013459,5.5907194174959445,2.005737514352807,3.154361807817061,NaN,NaN,12.775659329628159,5.819567880985135,7.609324865474865
Kurtosis,15.968578083784228,,21.262224795628633,19.94052758881749,2.2946316552878896,3.238972947129037,4.492830555531968,1.0213174655816495,0.9211316725439209,0.9720578747360817,-0.1334041199977536,0.08343653524705985,8.992089834586452,31.398933523900496,19.76127337400851,9.931911944183339,28.188818181695584,41.97854634075924,2.4275961572741807,27.051891703689975,32.14502442249017,30.363765554008538,27.56081130153503,30.712551900488407,12.18891327001203,2.837715255073398,17.631087915311863,35.260258829342206,36.136330000694954,1.7979885838299707,26.402100406803672,4.322871797691857,7.239037170589105,3.255402067722175,1.089983477539345,6.201192738608573,-1.1955359450793153,7.938129933725655,13.349667016373516,11.890711540365231,17.28536930416346,15.778090025242117,48.05661326412376,0.13396091509048702,4.315968246265323,,0.2130978711737308,16.42649459438295,19.726635793027064,27.879904545418153,,,32.783326411846346,43.99847494310578,-1.9886179469859622,,-2.2260805968624204,50.838997823862265,50.838997823862265,48.7378318888391,48.7378318888391,46.34815068743738,31.388779636157665,35.97987841123399,30.170484219594996,30.170484219594996,29.02870533292002,29.02870533292002,32.14756659451114,32.14756659451114,34.429746626839716,34.429746626839716,28.563960686662654,28.563960686662654,30.10005393337259,30.10005393337259,2.057782597558384,0.40640384168074917,2.8390008796695487,18.40022769488031,51.44660162408927,68.58350397217696,37.0826688463944,2.8494858095412794,12.420068941493106,,,39.897722071046324,14.584887607617489,6.555410805784076,,65.47077963272592,35.96381081974667,4.569212038544411,12.006506688962904,,,163.46619892294115,38.81838215263592,67.52174451996497
Coefficient Variation,3.254866033948582,,3.791821477722398,4.142971838543838,-18.534917074296292,2.634364872348207,1.905860991042038,-5.152024380566073,-1.8521103009790014,-1.692842051267708,11.363741110792503,3.285083404158195,3.19330435920584,4.201251484023011,3.062718314452441,2.7873326006102053,4.616309271117387,5.019800383254143,3.3732287037110726,4.587698936221373,3.690528474131477,5.1139464792092895,4.097226737080718,4.137043981313707,2.950625239704364,-2.429638715918824,3.67335165929362,4.706028446170168,4.835085106647443,2.355380654855528,4.771090917584634,2.5841097226219047,2.5699200040009007,2.367796441064112,2.948235442369436,2.5927689221837884,4.147522754943418,8.60416919496457,3.04983576795015,2.5055617044206344,4.072252994935558,2.8862584898923114,6.422739679490171,2.1614982089382058,1.008250918700229,,4.24271080509199,3.4979845819883,4.6924055647486504,4.675323118240429,,,4.778918644533676,6.580943563403675,2.1635360763119906,,1.9220826840977572,5.098181580442243,5.098181580442243,5.1477248664220205,5.1477248664220205,4.940129940148193,4.024459161019996,4.280416718912277,3.9258133026128452,3.9258133026128452,3.8271748448715694,3.8271748448715694,3.9616124564373107,3.9616124564373107,4.081512380421905,4.081512380421905,3.7783626517743802,3.7783626517743802,3.9025913810455184,3.9025913810455184,-11.60975950435951,-2.566209740239372,18.42737348349837,4.233965585971735,5.398997375509669,8.685188973198676,7.6809625823717855,4.755620743834481,3.0357283837430105,,,4.601299976834982,2.833337211777352,-7.3937139001255465,,8.584668071557502,7.506948408889469,5.652085723290998,2.8239734610750684,,,11.975125368436814,7.272796426831235,11.585146424946595
Min,-91.42857142857143,NaN,-79.23076923076923,-80.28488996522624,-40,-26.77156025197768,-20.5576539029044,-35.46441641350964,-43.4360040309728,-43.4360040309728,-4.545454545454546,-57.46253167565965,-100,-168.76640419947506,-97.40259740259741,-84.72222222222221,-98.87640449438202,-95.04504504504506,-70.15748031496062,-1450.0000000000002,-98.11320754716981,-86.48648648648648,-83.4920634920635,-317.03703703703707,-100,-46.64179104477613,-43.63636363636364,-85.71428571428571,-999.9999999999998,-75.81552305961753,-75.31914893617021,-88.37209302325581,-85.71428571428571,-83.03571428571429,-62.390670553935855,-90.2542372881356,-80.45112781954887,-48.387096774193544,-99.45848375451263,-69.84423676012462,-85,-107.14285714285714,-450,-83.78378378378379,17.751479289940832,NaN,-98.75,-97.55366949575638,-92.89678135405104,-94.73684210526315,NaN,NaN,-94.73684210526315,-252.05479452054797,-25.146198830409354,NaN,-46,-88.29656862745098,-88.29656862745098,-89.47104537478064,-89.47104537478064,-88.49047141424273,-82.7056277056277,-84.1249186727391,-82.84583241697824,-82.84583241697824,-82.7972915785019,-82.7972915785019,-84.4049247606019,-84.4049247606019,-86.20923913043478,-86.20923913043478,-83.67168740449684,-83.67168740449684,-84.21052631578947,-84.21052631578947,-68.20354259706826,-55.74380068970469,-57.402013816600196,-90.63258945636113,-88.09510339329371,-100,-100,-21.894522737178555,-37.81621621621621,NaN,NaN,-10.748856745286153,-10.748856744257855,-100,NaN,-100,-100,-24.56191878740228,-36.74324454217718,NaN,NaN,-100,-37.816216216,-100
Max,1555.5555555555554,NaN,751.1111111111111,700.8757685699661,53.333333333333336,67.17663855053677,67.29952980053375,35.334966071225786,18.50816151397514,18.50816151397514,5.769230769230766,176.34185769667076,8325.581395348836,2468.0722891566265,2587.4999999999995,864.2857142857142,8800,6900,296.42184557438804,4675,2245.4545454545455,1420,1253.5211267605632,1693.181818181818,2199.9999999999995,51.89003436426116,751.8518518518517,3014.084507042254,5365.517241379311,499.2537313432837,3277.777777777778,721.0526315789474,1000,215.91089896579157,235.4497354497355,1239.9999999999998,192.6829268292683,264.2857142857143,1566.6666666666665,666.6666666666667,424.9999999999999,1150,4674.1558441558445,184.21052631578948,170.4,NaN,94.48818897637796,19730.434782608696,807.8125,3300,NaN,NaN,1350.0000000000002,480300,106.99588477366255,NaN,114.2857142857143,2270.680628272252,2270.680628272252,1822.380952380952,1822.380952380952,1645.0980392156862,942.0525657071341,1047.4043715846992,933.4615384615385,933.4615384615385,915.1291512915129,915.1291512915129,1045.3216374269007,1045.3216374269007,1181.9376026272578,1181.9376026272578,951.0695187165775,951.0695187165775,1025.8443465491923,1025.8443465491923,97.8003455085975,21.46455011822755,112.08531372039963,2895.579649512879,2297.5742854049495,1150,1150,92.24489795918367,140.128068303095,NaN,NaN,491.99071008106614,125,56.91328016919386,NaN,1058.6850886732218,1058.6850886732218,109.3427333959484,140.128068303095,NaN,NaN,3243387.4550708295,140.12806832872232,1150
Median,16.161616161616163,NaN,0,-2.7413581090268155,-6.25,7.104327976440876,8.60947363893578,-5.604269519498642,-7.371310552282296,-8.189479870216278,0,11.254662526168005,-59.60040636640704,8.087018207614097,33.385909568874865,22.7390180878553,0,0,-11.218458277281808,16.778934902831594,20.858895705521476,6.923076923076913,2.814544348090665,9.25221799746514,-1.8994413407821222,-11.628888353026277,-2.6458810068649807,0.8557232241442765,0.7738111203497549,1.9886363636363549,8.777429467084648,10.25641025641025,0,3.6660053480548607,5.67997629712254,20.360824742268033,-7.779720279720279,-25.000000000000007,5.025044495296215,13.619780701388677,10.077403194324564,9.014564485374647,4.654010717542581,40.00000000000001,31.50707714993613,NaN,3.487318840579724,0.7053291536050146,-2.8818443804034604,2.6666666666666687,NaN,NaN,5.7692307692307745,-4.560260586319216,11.426729368932037,NaN,29.629629629629612,1.3954331279449133,1.3954331279449133,0.266989278711771,0.266989278711771,0.5843682457595194,1.2544332884741158,0.31885078471059214,1.6828932005442623,1.6828932005442623,1.7945927461179405,1.7945927461179405,1.4999818365893263,1.4999818365893263,3.536280797955034,3.536280797955034,7.741157928892606,7.741157928892606,6.197685753141394,6.197685753141394,-9.11039480874712,-9.099768522279101,-8.023860163011538,-14.685683516922444,-1.2166868629944376,0,8.40924451976717,-0.7667092335776061,0,NaN,NaN,1.0778051421265116,0,-0.14238581574415687,NaN,1.6741841099166037,8.409244524437966,-1.7757115725493722,1.6435313108649283,NaN,NaN,-9.71011247251882,0,-0.3733955806352348
No. of Obs,41,,26,25,7,18,18,18,14,13,11,11,9,57,46,46,30,45,12,50,39,33,37,57,16,12,24,38,49,17,27,41,26,33,12,15,12,9,16,46,42,53,52,11,6,,45,18,49,35,,,39,44,6,,5,57,57,57,57,56,54,56,53,53,52,52,51,51,50,50,49,49,48,48,29,11,33,19,57,96,50,46,231,,,194,252,116,,96,50,46,231,,,164,231,96
09/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
03/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
06/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
09/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
03/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
06/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
09/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
03/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
06/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
09/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
03/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
06/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
09/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,
03/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,
06/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,
09/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,
12/1961,,,,,,,,,,,,,,114.103382259094,,,,,,,,,,420,,,,,1600,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,101.804423748545,101.804423748545,103.905976931143,103.905976931143,103.642149929279,105.85187170553,105.748135146994,105.5823695474,105.5823695474,106.159064536285,106.159064536285,104.990808823529,104.990808823529,106.326078937661,106.326078937661,106.564814814815,106.564814814815,105.636484813863,105.636484813863,97.8003455085975,,91.9603102824843,,98.0093537411982,,,,0,,,,0,,,,,,0,,,,0,
03/1962,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,0,
06/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,0,
09/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,0,
12/1962,,,,,,,,,,,,,,-54.51564828614009,,,,,,,,,,-36.3905325443787,,,,,-35.29411764705883,,,,,,,,,,,,,,-56.66666666666666,,,,,,,,,,,,,,,-51.16815690798961,-51.16815690798961,-50.76923076923077,-50.76923076923077,-50.74665740579962,-50.07595156460223,-50.09596928982726,-50.19269102990034,-50.19269102990034,-50.10391409767926,-50.10391409767926,-50.24436174505672,-50.24436174505672,-50.0804505229284,-50.0804505229284,-50.0784436774396,-50.0784436774396,-50.03241040837114,-50.03241040837114,-50.9736082536851,,-57.4020138166002,,-52.11869585705718,,,,0,,,,0,,,,,,0,,,,0,
03/1963,14.2857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.128068303095,,,,0,,,,,,140.128068303095,,,,140.128068328722,
06/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.128068303095,,,,0,,,,,,140.128068303095,,,,140.128068328722,
09/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.128068303095,,,,0,,,,,,140.128068303095,,,,140.128068328722,
12/1963,,,,,,,,,,,,,,128.571428571429,,,,,,,,,,30.6976744186047,,,,,-36.36363636363636,,,,,,,,,,,,,,146.153846153846,,,,,,,,,,,,,,,116.597755463674,116.597755463674,105.823467966574,105.823467966574,105.825841706328,101.956011475267,102.111111111111,102.303450729278,102.303450729278,101.535925026033,101.535925026033,102.874650806524,102.874650806524,101.360909660668,101.360909660668,101.086468528329,101.086468528329,101.352853965901,101.352853965901,57.582714668078,,112.0853137204,,112.245375603334,,,,140.128068303095,,,,0,,,,,,140.128068303095,,,,140.128068328722,
