,AF: Exports: Lead Time: Median Case,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: % of Total Goods Exports: The Arab World,OE Forecast: Australia: GDP: Nominal: USD: Consumption: Private,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Imports: Goods,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: % of Goods Imports: Manufactures,AF: Exports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Imports: % of Goods Imports: Food,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Commercial Service,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Goods,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: Goods by Reporting Economy,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico
03/1996,,,,,,,,,,,,,58769.16,,,,,,,,0.00344552,0.00003205,,,-1.1018,,0.04545455,-0.20316659,,,0.23106917,,0.03316485,,,,,,,,,,,,,,,,,,,0.00070715,,,,,,,,,,,,,,,,,,,,,,,,0.00675863,,,,,,-0.98433468,,,,,,,,,,,,,,,,,,
06/1996,,,,,,,,,,,,,62249.49,,,,,,,,0.00493926,0.00003205,,,0.005,,,-0.06060717,,,0.23079088,,0.03485804,,,,-0.00256829,,,,,,,,,,,,,,,0.00070715,,,,,,,,,,,,,,,,,,,,,,,,0.00777108,,,,,,0.220923,,,,,,,,,,,,,,,,,,
09/1996,,,,,,,,,,,,,62180.22,,,,,,,,0.00543324,0.00003205,,,-0.0102,,0.06081818,-0.10733913,,,0.24392645,,0.03564383,,,,0.00022012,0.00818182,,,,,,,,,,,,,,0.00070715,,,,,,,,,,,,,,,,,,,,,,,,0.00893895,,,,,,0.24636266,,,,,,,,,,,,,,,,,,
12/1996,,,,,26.91916665,0.51509689,,,,,0.56825691,6.09687108,63515.34,0.00101061,,,,,,9.94007234,0.00486545,0.00003205,,,0.002,0.04812974,,-0.12509956,,1.00063921,0.25759078,,0.03615782,,0.00086204,,,,31620.85110681,,,,,,,,,,,,,0.00070715,,10.84632546,2.45367195,,,12.57040029,,,661,71.10040177,,,,21.79872717,,,6.58577417,,6.58577417,,,,,0.00876043,,,,0.26883732,11.58794486,0.18501413,,,,,39.2574788,128,,,660.7962764,128.0466497,10.25165079,,,,,23.57170376,23.57170376,
03/1997,,,,,,,,,,,,,63123.34,,,,,0.00014731,,,,0.00008636,0.0031186,,0.028,,-0.00190909,4.1194,,,0.05509762,,0.00020163,,,,0.00014525,-0.1001,,,,,,,,,,,,,,,,,,0.00278403,,,,0.00507281,,,,,,,,,,,,,,,,,,,,,,4.11204453,,,,,,,,,,,,,,,,,,
06/1997,,,,,,,,,,,,,63482.69,,,,,0.00014731,,,,0.00008636,0.0031474,,0.009,,-0.11,0.7498,,,0.06077396,,0.00025004,,,,0.00015251,,,,,,,,,,,,,,,,,,,0.00122046,,,,0.00592143,,,,,,,,,,,,,,,,,,,,,,0.72049946,,,,,,,,,,,,,,,,,,
09/1997,,,,,,,,,,,,,61925.41,,,,,0.00014731,,,,0.00008636,0.00371656,,0.001,,0.02727273,1.326,,,0.05874255,,0.0002606,,,,0.00019133,,,,,,,,,,,,,,,,,,,0.00505964,,,,0.00572798,,,,,,,,,,,,,,,,,,,,,,1.42820505,,,,,,,,,,,,,,,,,,
12/1997,,,,,20.0931157,-1e-8,,,,,0.69585179,6.97622384,59408.74,0.02638969,,,,0.00014731,,12.97686172,,0.00008636,0.00404471,,0.005,0.24311006,0.00909091,0.1015,,4.72446087,0.07218467,,0.00027409,,6.3413089,,0.00021786,0.00818182,33347.51896064,,,,,,,,,,,,,,,9.0120593,3.87908339,0.00778027,,2.23440209,,0.00574687,604,57.28531363,,,,33.01425821,,,9.70042816,,9.70042816,,,,,,,,,0.03189367,13.63780424,0.21425487,,,,,55.87992732,144,,,604.313059,144.6546589,3e-8,,,,,24.02695695,24.02695695,
03/1998,,,,,,,,,,,,,57327.54,,,,,0.00009989,,,0.00205765,,0.00199577,,0.001,,0.00909091,0.223,,,0.20010729,,0.01547924,,,,-0.0050094,,,,,,,,,,,,,,,,,,,-0.07118889,,,,0.02628053,,,,,,,,,,,,,0.00056386,,,,,0.07873897,,,,0.48221584,,0.00321376,,,,,,,,,,,,,,,,
06/1998,,,,,,,,,,,,,55065.05,,,,,0.00009475,,,0.00221578,,0.00236101,,0.001,,,0.119,,,0.20790189,,0.015446,,,,-0.00053613,,,,,,,,,,,,,,,,,,,-0.07565211,,,,0.02866319,,,,,,,,,,,,,0.00056386,,,,,0.09542868,,,,0.39648691,,0.00321376,,,,,,,,,,,,,,,,
09/1998,,,,,,,,,,,,,53498.7,,,,,0.00010366,,,0.00213227,,0.00205272,,,,,0.462,,,0.21194404,,0.01442805,,,,,,,,,,,,,,,,,,,,,,,-0.04956257,,,,0.02765377,,,,,,,,,,,,,0.00056386,,,,,0.11206832,,,,0.78338412,,0.00321376,,,,,,,,,,,,,,,,
12/1998,,,,,13.55295768,1e-8,,,,,1.2608306,7.45710462,56216.7,0.60764604,,,,0.00011618,,18.58378093,0.00190807,,0.00208141,,,0.06628236,0.00909091,0.284,,1.886833,0.24072197,,0.01187762,,8.39490184,,0.00165182,,34554.01839667,,,,,,,,,,,,,,,8.54098562,2.40220489,-0.02365582,,0.65665182,,0.0282316,462,45.03868587,,,,39.95848265,,,15.00283147,,15.00283147,,0.00056386,,,,,0.08799718,,0.12291371,12.24924013,0.64458478,,0.00321376,,,54.89227401,159,,,462.4925913,151.1811893,-1e-8,,,,,31.55476832,31.55476832,
03/1999,,,,,,,,,,,,,58208.56,,,,,0.00006829,,,0.00370749,,0.00071802,,,,,0.093,,,0.19308296,,0.04117435,,,0.01976692,0.00161227,,,,,,,,,,,,,,,,,,,0.56107398,,,,0.02642949,,,,,,,,,,,,,,,,,,0.0793457,,,,1.01997947,,,,,,,,,,,,,,,,,,
06/1999,,,,,,,,,,,,,60810.62,,,,,0.00009035,,,0.00535887,,0.0005973,,-0.0363,,0.01818182,-0.0279,,,0.17778057,,0.04200941,,,0.01976692,,,,,,,,,,,,,,,,,,,,0.56107398,,,,0.02746267,,,,,,,,,,,,,,,,,,0.09583491,,,,0.88395679,,,,,,,,,,,,,,,,,,
09/1999,,,,,,,,,,,,,61452.66,,,,,0.00007409,,,0.00416314,,0.00066808,,0.001,,,0.024,,,0.18158305,,0.04261891,,,0.01976692,,-0.105875,,,,,,,,,,,,,,,,,,0.56107398,,,,0.02644995,,,,,,,,,,,,,,,,0.0000447,,0.11220097,,,,0.86776879,,,,,,,,,,,,,,,,,,
12/1999,,,,,17.30336329,0,,,,,0.64923262,5.08635552,61889.51,0.00458824,,,,0.00009084,,17.8101016,0.00571699,,0.00085296,,0.001,0.10214104,0.1,0.15,,3.55298884,0.18199913,,0.04930187,,8.36978587,0.01976692,-0.00040545,0.00095909,36030.34531972,,,,,,,,,,,,,,,8.63626281,1.55197262,0.56107398,,3.45999797,,0.02638516,1012,40.03683546,,,,35.12325814,,,24.8399064,,24.8399064,,,,,0.00013621,,0.08834021,,0.10546746,8.83331496,1.18521791,,,,,36.10194897,166,,,490.3072563,122.7521383,-1e-8,,,,,46.59468776,46.59468776,
03/2000,,,,,,,,,,,,,61306.58,,,,,0.001665,,,0.002733,,0.000396,,0.021488,,0.009434,0.338501,0.001016,,0.057009,,,0.000033,,0.004,,0.004491,,-0.000192,,,,,,,,,,,,,,,,0.788843,,,,0.083562,,,,,,,,,,,,0.003641,,,,-0.039639,,0.192945,,,,1.625926,,,,,,,,,,,,,,,,,,0.156
06/2000,,,,,,,,,,,,,58166.69,,,,,0.001027,,,0.002733,,0.000396,,0.005989,,,0.571501,0.001569,,0.057009,,,0.00003,,0.0041,0.000013,,,-0.000192,,,,,,,,,,,,,,,,0.794161,,,,0.083562,,,,,,,,,,,,-0.000395,,,,-0.039639,,0.192945,,,,1.767809,,,,,,,,,,,,,,,,,,0.093
09/2000,,,,,,,,,,,,,58986.32,,,,,0.001341,,,0.002733,,0.000396,,0.006553,,0.009434,0.317501,0.001277,,0.057009,,,0.000028,,0.004086,,,,-0.000192,,,,,,,,,,,,,,,,0.814828,,,,0.083562,,,,,,,,,,,,0.00567,,,,-0.039639,,0.192945,,,,1.701532,,,,,,,,,,,,,,,,,,0.244
12/2000,,,,,36.02024171,0.00668049,,,,,3.48116066,8.62761691,54974.41,0.01610578,,,,0.001277,,6.73952171,0.002733,,0.000396,,0.002704,0.14675887,0.037736,1.168095,0.001142,4.69809399,0.057009,,,0.000038,0.22844321,0.00448,,,38437.19647877,-0.000192,,,,,,,,,,,,,,27.29040365,0.14382836,0.820747,,3.74115683,,0.083562,1176,54.59190169,,,,25.55340004,,,19.84801778,,19.84801778,0.003512,,,,-0.039639,,0.192945,,0.01144173,18.55788761,2.373545,,,,,31.49809367,137,,,531.877491,149.257763,0.03221943,,,,,32.44944519,32.44944519,0.037
03/2001,,,,,,,,,,,,,55929.8,,,0.008683,,0.01036,,,0.005379,,,,0.002607,,,0.169448,0.001901,,0.0135,,,0.000402,,0.001758,0.000085,,,,,,,,,,,,,0.000336,,,,,,,,,0.001771,0.036099,,,,,,,,,,,,0.005063,0.001882,,-0.00003,-0.039459,0.014151,0.328653,0.014793,,,0.669729,,,,,,,,,,,,,,,,,,0.101
06/2001,,,,,,,,,,,,,54832.95,,,0.010747,,0.01121,,,0.005379,,,,0.012997,,0.009434,0.229148,0.001339,,0.0135,,,0.000355,,0.001575,-0.000142,0.00217,,,,,,,,,,,,0.000336,,,,,,,,,0.001767,0.036099,,,,,,,,,,,,0.004695,0.002144,,-0.00003,-0.039459,0.014151,0.328653,0.014793,,,0.686144,,,,,,,,,,,,,,,,,,0.036
09/2001,,,,,,,,,,,,,55147.07,,,0.012184,,0.010919,,,0.005379,,,,0.016399,,0.009434,1.456188,0.001252,,0.0135,,,0.000339,,0.001629,,,,,,,,,,,,,,0.000336,,,,,,,,,0.001812,0.036099,,,,,,,,,,,,0.00318,0.002244,,-0.00003,-0.039459,0.014151,0.328653,0.014793,,,1.879848,,,,,,,,,,,,,,,,,,0.003
12/2001,,,,,44.43616768,0,,,,,3.65560068,12.96364181,55835.41,0.03244848,,0.009532,,0.012519,,5.95446177,0.005379,,,,0.030045,0.74159628,-1.4098,0.149501,0.001464,4.23335083,0.0135,,,0.000281,0.18039918,0.001703,,0.022887,39820.31245019,,,,,,,,,,,0.000336,,,,37.69257064,1.5691069,,,0.19954303,0.001633,0.036099,1696,53.30367598,,,,23.48946619,,,23.20685783,,23.20685783,0.002872,0.002032,,-0.00003,-0.039459,0.014151,0.328653,0.014793,0.00070729,17.32144947,-0.769411,,,,,27.5590017,68,,,525.808935,101.037858,0.01701244,,,,,27.98781819,27.98781819,0.042
03/2002,,,,,,,,,,,,,57535.47,,,0.006381,,0.000239,,,0.012537,,,,0.005031,,,0.218501,0.001376,,0.092712,0.001408,,0.000045,,0.000481,,,,-0.001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002802,0.012085,,-0.003444,-0.039639,0.033483,0.039816,0.020415,,,0.404795,,,,,,,,,,,,,,,,,,0.005
06/2002,,,,,,,,,,,,,62629.93,,,0.007197,,0.00024,,,0.012537,,,,0.001705,,,0.474063,0.001875,,0.092712,0.001409,,0.000051,,0.000608,0.000236,,,-0.001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001675,0.011258,,-0.003444,-0.039639,0.033483,0.039816,0.020415,,,0.652947,,,,,,,,,,,,,,,,,,0.002
09/2002,,,,,,,,,,,,,63647.34,,,0.007196,,0.000257,,,0.012537,,,,0.001632,,,0.589501,0.001831,,0.092712,0.001336,,0.000046,,0.000601,,,,-0.001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001668,0.008228,,-0.003444,-0.039639,0.033483,0.039816,0.020415,,,0.768927,,,,,,,,,,,,,,,,,,0.006
12/2002,,,,,46.00541289,0,62.93190265,,,,3.29104157,14.8362621,65422.49,0.03426054,,0.007192,,0.000379,,11.71459923,0.012537,,,,0.00009,0.37165987,,0.169956,0.002061,3.26616899,0.092712,0.001485,,0.000048,0.35797238,0.000685,0.000613,,41164.04127167,-0.001497,,,,,,,,,,,,,,39.0192074,3.27114089,,,0.07723574,,,2452,47.34290478,,,,25.84551955,,,26.81157567,,26.81157567,0.002816,0.008903,,-0.003444,-0.039639,0.033483,0.039816,0.020415,0.00088998,13.73779741,0.351863,,,,,21.92359183,100,,,722.034756,99.27787,0.00921555,,,,,32.06177973,32.06177973,0.007
03/2003,,,,,,,,,,,,,70205.03,,,0.020336,,0.000268,,,0.198234,,,,0.000325,,0.008811,0.124139,0.002074,,0.032328,0.004106,,,,0.002179,-0.003537,,,,,,,,,,,,,,,0.000003,,,,,,,0.000045,0.00009,,,,,,,,,,,,,0.002582,,,-0.007275,0.077631,,0.136062,,,0.582065,,,,,,,,,,,,,,,,,,0.004
06/2003,,,,,,,,,,,,,76928.84,,,0.025626,,0.000339,,,0.198234,,,,0.000078,,0.000743,0.220254,0.002086,,0.032328,0.004511,,,,0.002163,-0.003537,,,,,,,,,,,,,,,0.000003,,,,,,,0.000052,0.00009,,,,,,,,,,,,,0.003135,,,-0.007275,0.077631,,0.136062,,,0.666897,,,,,,,,,,,,,,,,,,
09/2003,,,,,,,,,,,,,80240.87,,,0.023179,,0.000345,,,0.198234,,,,,,0.009058,0.155369,0.001736,,0.032328,0.004506,,,,0.001832,-0.003537,,,,,,,,,,,,,,,0.000004,,,,,,,0.000049,0.00009,,,,,,,,,,,,,0.004248,,,-0.007275,0.077631,,0.136062,,,0.63068,,,,,,,,,,,,,,,,,,0.02
12/2003,,,,,32.23478343,0.01099611,49.71694104,,,,3.59007078,13.499374,89116.97,0.02945808,,0.033643,,0.000363,,12.25879257,0.198234,,,,0.001435,0.23827874,0.014628,0.160944,0.002418,1.48502449,0.032328,0.004983,,,0.3636535,0.002355,-0.003537,,43257.73656316,,,,,,,,,,,,,0.000003,,29.11324358,0.97813745,,,0.42009917,0.000052,0.00009,2101,40.22014698,,,,24.86448036,,,34.90437655,,34.90437655,,0.005128,,,-0.007275,0.077631,,0.136062,0.00834918,12.20422703,0.777842,,,,,24.53669367,144,,,992.732655,149.781301,0.00014154,,,,,43.22838136,43.22838136,0.152
03/2004,,,,,,,,,,,,,96627.55,,,0.011995,-0.002217,0.002875,-0.008171,,0.122463,,0.000579,,0.003466,,,0.187762,0.001607,,0.021543,0.011031,,0.000031,,0.000612,0.000054,0.006813,,-0.00237,0.00066,,,,,,,,,-0.002649,,,,,,0.007552,,,,,,,,,,,,,,,,,0.004205,,-0.017615,-0.039639,0.607581,0.000045,0.043749,,,1.149093,,,,,,,,,,,,,,,,,,0.174
06/2004,,,,,,,,,,,,,91778.3,,,0.014305,-0.00277,0.003436,-0.012162,,0.122463,,0.000579,,0.000146,,-0.014293,0.328905,0.00154,,0.021543,0.011514,,0.00004,,0.000757,0.000054,0.001139,,-0.00237,0.00066,,,,,,,,,-0.002649,,,,,,0.008609,,,,,,,,,,,,,,,,,0.004974,,,-0.039639,0.607581,0.000045,0.043749,,,1.137353,,,,,,,,,,,,,,,,,,0.042
09/2004,,,,,,,,,,,,,92497.38,,,0.010136,-0.002075,0.002969,-0.009602,,0.122463,,0.000579,,0.00172,,-0.028196,0.17829,0.001108,,0.021543,0.011697,,0.000049,,0.000637,0.000054,,,-0.00237,0.00066,,,,,,,,,-0.002649,,,,,,0.009954,,,,,,,,,,,,,,,,,0.006327,,,-0.039639,0.607581,0.000045,0.043749,,,1.123836,,,,,,,,,,,,,,,,,,0.19
12/2004,,,,,35.94643688,0.01654099,47.48625916,,,,2.46330002,9.38524936,100110.8,0.09798949,,0.011271,-0.002735,0.003931,-0.013571,15.23373313,0.122463,,0.000579,,0.004577,0.34417815,-0.001385,0.09351,0.001411,3.22920715,0.021543,0.012216,,0.00005,0.45845932,0.00063,0.000054,,46383.36498556,-0.00237,0.00066,,,,,,,,,-0.002649,,,,31.25659578,0.53666498,0.010542,,0.57979082,,,2177,32.19037781,,,,33.52065119,,,34.27243001,,34.27243001,,0.007134,,,-0.039639,0.607581,0.000045,0.043749,0.01344932,17.71701995,1.038237,,,,,19.42693876,305,,,1148.147677,146.160645,0.00039546,,,,,44.6262289,44.6262289,0.157
03/2005,,,,,,,,,,,,,103066.1,,,0.011342,,,-0.001267,,0.050283,,0.000015,,0.019393,,-0.007231,0.160555,0.003047,,0.010293,0.003931,,0.000035,,,0.000126,0.001075,,-0.001575,,,,,,,,,,0.030531,0.000307,,,,,0.052643,,,,0.076493,,,,,,,,,,,,,0.200097,,,-0.039639,0.00729,0.000867,0.043374,,,0.67891,,,,,,,,,,,,,,,,,,0.067
06/2005,,,,,,,,,,,,,103854,,,0.014226,,,-0.001107,,0.050283,,0.000015,,0.026475,,-0.001545,0.108566,0.002904,,0.010293,0.004208,,0.000039,,,0.000126,0.001819,,-0.001575,,,,,,,,,,0.030531,0.000431,,,,,0.059303,,,,,,,,,,,,,,,,,0.217914,,,-0.039639,0.00729,0.000867,0.043374,,,0.657679,,,,,,,,,,,,,,,,,,0.136
09/2005,,,,,,,,,,,,,104456.7,,,0.013132,,,-0.001144,,0.050283,,0.000015,,0.010632,,0.002337,-0.009276,0.002695,,0.010293,0.003677,,0.000036,,,0.000126,,,-0.001575,,,,,,,,,,0.030531,0.000532,,,,,0.066055,,,,0.041741,,,,,,,,,,,,,0.231659,,,-0.039639,0.00729,0.000867,0.043374,,,0.527653,,,,,,,,,,,,,,,,,,0.076
12/2005,,,,,29.83242716,0.00558605,45.98060246,,,,1.47953633,8.7975701,103292.7,0.0482171,,0.014253,,,-0.001093,14.01833799,0.050283,,0.000015,,0.009744,0.48306633,,0.264631,0.00252,1.62968546,0.010293,0.00419,,0.000047,0.89123797,,0.000126,,49717.67443302,-0.001575,,10,67,,80,,,,,0.030531,0.000341,,,26.16233726,0.81138481,0.061848,,0.7459533,,-0.000297,2471,23.73496973,,,,26.59972249,,,49.65972173,,49.65972173,,0.242785,,,-0.039639,0.00729,0.000867,0.043374,0.02014001,11.62178942,0.786374,,,,,18.28575746,384,,,1717.635416,184.330171,0.00017469,,,,,51.88164069,51.88164069,0.099
03/2006,,,,,,,,,,,,,104522.1,,-0.000146,0.012991,,0.000207,-0.000003,,0.003138,0.003133,0.006753,,0.019783,,,0.126981,0.000113,,0.015912,0.000417,,0.000051,,0.00896,0.000075,,,0.006705,,,,,,,,,,,0.001375,,,,,0.432988,,,,,,,,,,,,,,,,,0.051602,0.00123,,-0.0252,0.016596,0.000591,0.000684,,,0.824948,,,,,,,,,,,,,,,,,,0.153
06/2006,,,,,,,,,,,,,107944.1,,-0.000169,0.01137,,0.000227,-0.000003,,0.003138,0.004427,0.006753,,0.008238,,0.000014,0.111231,0.000102,,0.015912,0.000496,,0.000046,,0.008353,0.000075,,,0.006705,,,,,,,,,,,0.00132,,,,,0.48869,,,,0.122961,,,,,,,,,,,,,0.063009,0.001194,,-0.0252,0.016596,0.000591,0.000684,,,0.962393,,,,,,,,,,,,,,,,,,0.127
09/2006,,,,,,,,,,,,,111028,,-0.000175,0.01208,,0.000238,-0.000005,,0.003138,0.006293,0.006753,,0.025051,,0.020417,-0.046905,0.000113,,0.015912,0.000474,,0.000051,,0.00735,0.000075,,,0.006705,,,,,,,,,,,0.001091,,,,,0.540384,,,,,,,,,,,,,,,,,0.072687,0.001333,,-0.0252,0.016596,0.000591,0.000684,,,1.058656,,,,,,,,,,,,,,,,,,0.405
12/2006,,,,,40.2285151,0,45.32879111,,,,1.31199641,10.52098393,114989.3,0.07313549,-0.000182,0.012051,,0.000252,-0.000006,14.13619327,0.003138,0.004997,0.006753,,0.003114,0.39299124,0.003617,0.076791,0.000139,3.69528971,0.015912,0.000531,,0.000065,0.46229405,0.009842,0.000075,,53548.26214119,0.006705,,10,67,,71,,,,,,0.000837,,,35.06020289,0.95435938,0.539516,,0.12567188,,0.244804,2744,20.82464749,,,,31.63912604,,,47.53622647,,47.53622647,,0.08157,0.00121,,-0.0252,0.016596,0.000591,0.000684,0.03554119,16.93196204,1.246357,,,,,20.26529296,416,,,2052.058433,143.130672,0.00014882,,,,,39.50604312,39.50604312,0.254
03/2007,,,,,,,,,,,,,120859,,,0.006244,,,-0.118672,,0.000204,,0.000903,,0.0146,,0.018913,0.413121,0.00001,,0.029889,,,0.003654,,0.000501,0.000099,,,-0.005139,,,,,,,,,,,0.000168,,,,,0.130451,,,,,,,,,,,,,,,,,0.057641,,-0.00212,0.023103,0.010593,,0.008301,,,0.748012,,,,,,,,,,,,,,,,,,0.041
06/2007,,,,,,,,,,,,,130655.1,,,0.008257,,,-0.126323,,0.000204,,0.000903,,0.000741,,,0.386226,0.000008,,0.029889,,,0.00342,,0.000549,0.000099,,,-0.005139,,,,,,,,,,,0.000155,,,,,0.139299,,,,0.009781,,,,,,,,,,,,,0.061113,,-0.053101,0.023103,0.010593,,0.008301,,,0.692245,,,,,,,,,,,,,,,,,,0.023
09/2007,,,,,,,,,,,,,135738,,,0.010011,,,-0.082133,,0.000204,,0.000903,,0.000012,,0.018377,0.306104,0.000012,,0.029889,,,0.003987,,0.000433,0.000099,,,-0.005139,,,,,,,,,,,0.000263,,,,,0.155703,,,,,,,,,,,,,,,,,0.074176,,,0.023103,0.010593,,0.008301,,,0.72202,,,,,,,,,,,,,,,,,,0.095
12/2007,8.1,,,,29.69088097,0,35.65901327,,,,1.12781065,7.690898,146227.2,0.04982737,,0.012194,,,-0.122396,16.24698522,0.000204,,0.000903,,0.000113,0.40576216,,0.12622,0.000014,1.71057896,0.029889,,,0.004166,0.56951892,0.000489,0.000099,,57959.42755845,-0.005139,,10,67,,71,,,,,,0.000241,,,26.25260614,0.39397618,0.170391,,0.92795753,,,3022,19.58311845,,,,43.65444622,,,36.76243533,,36.76243533,,0.081032,,,0.023103,0.010593,,0.008301,0.03122741,26.75688732,0.838619,,,,,14.69277499,454,,,2206.590621,204.955286,0.00742943,,,,,55.60891462,55.60891462,0.388
