,AF: Gross Domestic Product (GDP),AF: GDP: Household Consumption Expenditure including NPISHs,AF: GDP: Government Consumption Expenditure,AF: GDP: Gross Fixed Capital Formation,AF: GDP: Changes in Inventories,AF: GDP: Exports of Goods and Services,AF: GDP: Imports of Goods and Services,AF: GDP: Statistical Discrepancy,AF: GDP: Gross Capital Formation,AF: (DC)GDP: Volume: 1985 Prices,AF: GDP: Volume: 2002 Prices,AF: Budgetary Central Government: Cash Receipts: Operating Activities,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Goods and Services,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Income and Profits,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Other,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Property,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Payroll,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Trade,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Social Contributions,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Grants,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Others,AF: Budgetary Central Government: Cash Payments: Operating Activities,AF: Budgetary Central Government: Cash Payments: Operating Activities: Compensation of Employees,AF: Budgetary Central Government: Cash Payments: Operating Activities: Purchases of Goods and Services,AF: Budgetary Central Government: Cash Payments: Operating Activities: Interest,AF: Budgetary Central Government: Cash Payments: Operating Activities: Subsidies,AF: Budgetary Central Government: Cash Payments: Operating Activities: Grants,AF: Budgetary Central Government: Cash Payments: Operating Activities: Social Benefits,AF: Budgetary Central Government: Cash Payments: Operating Activities: Others,AF: Budgetary Central Government: Net Cash Inflow: Operating Activities,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets: Purchases of Nonfinancial Assets,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets: Sales of Nonfinancial Assets,AF: Budgetary Central Government: Cash Surplus/Deficit,AF: Budgetary Central Government: Net Acquisition of Financial Assets,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Securities Other Than Shares,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Loans,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Shares and Other Equity,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Insurance Technical Reserves,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Financial Derivatives,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Domestic,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Foreign,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Monetary Gold and SDRs,AF: Budgetary Central Government: Net Incurrence of Liabilities,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: SDRs,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Currency and Deposits,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Securities Other Than Shares,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Loans,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Shares and Other Equity,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Insurance Technical Reserves,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Financial Derivatives,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Creditor: Domestic,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Creditor: Foreign,AF: Budgetary Central Government: Net Cash Inflow: Financing Activities,AF: Budgetary Central Government: Net Change in the Stock of Cash,AF: Budgetary Central Government: Statistical Discrepancy,AF: Budgetary Central Government: Memo Item: Total Cash Expenditure,AF: (DC)Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Monetary Gold and SDRs,AF: Budgetary Central Government: Memo Item: Total Cash Expenditure,AF: Budgetary Central Government: Statistical Discrepancy,Construction Cost Index,Series - 09,Series - 01,Non Performing Loans Ratio,Public External Debt,Resident Population,AF: Surface Area,AF: Land Area,AF: Forest Area,AF: Agricultural Land,AF: Arable Land,AF: Arable Land in Hectares per Person,AF: Average Precipitation in Depth,AF: Agricultural Land: % of Land Area,AF: Agricultural Irrigated Land: % of Total Agricultural Land,AF: Arable Land: % of Land Area,AF: Forest Area: % of Land Area,AF: Permanent Cropland: % of Land Area,AF: (DC)Land Area Where Elevation is Below 5 Meters: % of Total Land Area,AF: (DC)Population Living in Areas Where Elevation is Below 5 Meters: % of Total Population,"AF: Droughts, Floods, Extreme Temperatures: Average 1990-2009: % of Population",AF: (DC)Terrestrial Protected Areas,AF: Terrestrial Protected Areas as % of Total Land Area,AF: (DC)Terrestrial Protected Areas as % of Total Surface Area,AF: (DC)Marine Protected Areas,AF: (DC)Marine Protected Areas as % of Total Surface Area,AF: Terrestrial & Marine Protected Areas: % of Total Territorial Area,AF: Bird Species: Threatened,AF: Fish Species: Threatened,AF: Plant Species: Higher: Threatened,AF: Mammal Species: Threatened,AF: (DC)GEF Benefits Index for Biodiversity,AF: Coal Rents: % of GDP,AF: Forest Rents: % of GDP,AF: Mineral Rents: % of GDP,AF: Natural Gas Rents: % of GDP,AF: Oil Rents: % of GDP,AF: Total Natural Resources Rents: % of GDP,AF: Production Index: 2004-2006: Crop
01/03/2014,,,,,,,,,,,,55088.00597955,19448.37119574,3619.91465206,9097.68334912,304.76281828,376.13101728,0,6049.879359,860.94928,32026.17847698,2752.50702683,43216.72670797,32290.481196,7818.50499858,64.442982,250,15.005124,2356.034007,422.25840039,11871.27927158,8303.36333604,8420.86212704,117.498791,3567.91593554,20721.94464977,-0.000006,20721.94465577,0,0,0,20721.94464977,0,0,20626.59070671,0,0,0,20626.59070671,0,0,0,20023.46597747,603.12472924,-95.35394306,3472.56198648,-0.000006,51520.09004401,0,31390.81960939,-0.000001,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23068.5217356,0,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27561.48266719,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2014,,,,,,,,,,,,70437.16400179,19160.81066078,4197.63055738,7352.75019892,940.86292666,399.92488982,0,6269.642088,922.413216,46414.49704852,3939.44307649,66756.46739566,37611.2580788,20999.19990609,69.205886,200,312.372791,7005.90028,558.53045377,3680.69660613,12977.05231485,13133.06797285,156.015658,-9296.35570872,20672.12284197,0.000003,20673.12599297,-1.003154,0,0,20672.12284197,0,0,23237.71060392,0,0,0,23237.71060392,0,0,0,21360.12882971,1877.58177421,2565.58776195,-6730.76794377,0.000003,79733.51971051,0,29103.51530772,0.000002,,,890,,4557.65,621700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30275.15864037,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19960.14154538,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2014,,,,,,,,,,,,50804.2053405,18170.54175315,3826.8062851,7031.38907847,1065.91538175,333.36901883,0,5913.061989,1025.726527,27882.58034123,3725.35671912,68780.1570111,38078.860353,23002.98122827,140.252845,0,125.412094,5574.652961,1857.99752983,-17975.9516706,9082.42385637,9219.59677537,137.172919,-27058.37552697,22700.66524003,0.000012,22700.66522803,0,0,0,22700.66524003,0,0,22683.33180424,0,0,0,22683.33180424,0,0,0,22211.40136683,471.93043741,-17.33343579,-27075.70895076,0.000012,77862.58086747,0,27627.28068172,0.000005,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22281.02331201,0.000006,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32040.61312193,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2014,1183039.11012356,917050.49103795,427009.98165529,206556.94381429,0,114338.57001455,481916.87639851,0,206556.94381429,477909.03870919,477909.03870919,101174.14228615,23841.79168758,5727.95995169,9552.37817958,578.08958242,376.60860889,0,7606.755365,1051.01421,72479.84395921,3801.49242936,78561.94466353,40980.0468006,31967.00639964,75.402561,0,526.084052,4940.86866524,72.53618505,22612.19762262,11469.82229701,11609.62908201,139.806785,11142.37532561,-61845.39343416,0.000021,-64587.56963077,2742.17617561,0,0,-61845.39343416,0,0,-62724.17736411,0,0,0,-62724.17736411,0,0,0,-62738.23781,14.06044589,-878.78392995,10263.59141666,0.000021,90031.76696054,0,35710.1305266,0.000008,,,,,4806.88,636200,652860,652860,13500,379100,7771000,0.2328683,327,58.06757957,5.74254814,11.90301137,2.06782465,0.21290935,,,,,,,,0,,,,,,,0.2134763,0.26643306,0.00698948,0.00561471,0.00316892,0.49568247,143.04
07/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564.607276,-0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11550.95434726,-0.000002,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2015,,,,,,,,,,,,70868.72005242,19437.32474226,4438.12633568,7407.37286482,373.07859059,393.89947217,0,6824.847479,792.89455832,47015.05300467,3623.44774717,39827.52622564,31076.8375144,7830.36873352,103.652859,96.666667,68.354832,632.33354,19.31207972,31041.19382678,4991.56645421,5109.06524521,117.498791,26049.62737257,16902.29349482,-0.000006,17102.29350082,-200,0,0,16902.29349482,0,0,17065.26354311,0,0,0,17065.26354311,0,0,0,17135.91515707,-70.65161396,162.97004829,26212.59741486,-0.000006,44819.09267985,0,30703.53105659,-0.000001,,,500,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30432.62568561,0,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27616.25784079,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2015,,,,,,,,,,,,76893.25129437,22098.15955156,4629.58282651,8217.84873094,918.32185879,386.98898632,0,7945.417149,1024.0448937,48972.75167657,4798.29517254,68701.13415014,36890.5508222,22989.67260594,271.593937,250,116.472546,8052.483385,130.360854,8192.11714423,14030.83476679,14186.85042479,156.015658,-5838.71762256,13729.81705428,0.000003,15759.90126812,-2030.08421684,0,0,13729.81705428,0,0,15399.79541329,0,0,0,15399.79541329,0,0,0,15117.00091976,282.79449353,1669.97835901,-4168.73926055,0.000003,82731.96891693,0,24683.08539053,0.000002,,,,,4943.87,642900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29342.65536802,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25411.7683289,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
