,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Barbados,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Aruba,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Lesotho,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Moldova,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bermuda,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Turkmenistan,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Africa Not Specified,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Colombia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Chad,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Liberia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Belize,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Chile,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Brazil,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bolivia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Niger,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eritrea,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Equatorial Guinea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kazakhstan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AO: Imports: cif: Emerging and Developing Economies: Africa,AO: Imports: cif: Emerging and Developing Economies: Middle East,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Ukraine,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Russia,AO: Imports: cif: Emerging and Developing Economies: Europe: Europe Not Specified,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sierra Leone,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea-Bissau,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Benin,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Democratic Republic of","AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bahamas,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Argentina,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Afghanistan, Islamic Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AO: (DC)Imports: cif: Developing Countries: (Old)Middle East,AO: (DC)Imports: cif: Developing Countries: (Old)Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Reunion,AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East and North Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Uzbekistan,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Tajikistan,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Anguilla,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen, People Democratic Republic",AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa Common Custom Area excl South Africa,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of"
07/1999,,,,,,,,,,0.02430781,,,0.01513311,,,,24.14499601,0.32050329,,0.0004731,,,,,,9.4149,,,,,,,,,,,,,,24.14499601,0.32050329,9.63476358,2.03346325,0.49021686,,,0.01111833,,0.00313323,,,0.56273286,0.02239738,0.01833333,,0.00024846,,,,0.02277753,1.06913528,,,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.01738595,0.01433735,0.13458459,0.1052583,,0.03858556,,0.01035154,,0.187,20.32925981,,,,0.320503,24.145,,0.320503,,,,,,,0,,
08/1999,,,,,,,,,,0.02430781,,,0.01486426,,,,43.65124688,0.31812304,,0.0004731,,,,,,3.5211,,,,,,,,,,,,,,43.65124688,0.31812304,4.0389505,2.03180683,0.48143802,,,0.01249742,,0.00313323,,,0.56273286,0.02535702,0.01833333,,0.00024846,,,,0.02023517,1.06913528,,,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.01854553,0.01433735,0.13458459,0.09773835,,0.04262359,,0.01029363,,0.4587,39.8337143,,,,0.318123,43.6512,,0.318123,,,,,,,0,,
09/1999,,,,,,,,,,0.02430781,,,0.01576143,,,,3.82475648,0.33512806,,0.0004731,,,,,,4.7003,,,,,,,,,,,,,,3.82475648,0.33512806,6.03821819,2.09433671,0.50233633,,,0.01887549,,0.00313323,,,0.56273286,0.02485868,0.01833333,,0.00024846,,,,0.02157935,1.06913528,,,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.02044778,0.01433735,0.13458459,0.11169063,,0.04419393,,0.00987378,,1.28156576,,,,,0.335128,3.82476,,0.335128,,,,,,,0,,
10/1999,0.000099,,,,,,,,,0.02430781,,,0.01432655,,,,23.86783467,0.35578786,,0.0004731,,,,,,5.984,,,,,,,,,,,,,,23.86783467,0.35578786,7.43651906,2.20966499,2.2468214,,,0.02603823,,0.00313323,,,0.56273286,0.0262882,0.01833333,,0.00024846,,,,0.02167939,1.06913528,,,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.02323233,0.01433735,0.13458459,0.13227666,,0.04012226,,0.01123468,,1.28899709,20.03438589,,,,0.355788,24.3054,,0.355788,,,,,,,0.437581,,
11/1999,,,,,,,,,,0.02430781,,,0.01587729,,,,23.32990808,0.34544329,,0.0004731,,,,,0.011,8.4458,,,,,,,,,,,,,,23.32990808,0.34544329,9.84855338,2.14485753,2.45098951,,,0.03718231,,0.00313323,,,0.56273286,0.02581091,0.01833333,,0.00024846,,,,0.02001629,1.06913528,,0.00279339,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.02141442,0.01433735,0.13458459,0.12077469,,0.04318443,,0.01114781,,1.32818044,19.48466222,,,,0.345443,23.3299,,0.345443,,,,,,,0,,
12/1999,,,,,,,,,,0.02430781,,,0.01846929,,,,25.07966123,0.34406663,,0.0004731,,,,,,7.2479,,,,,,,,,,,,,,25.07966123,0.34406663,8.6570419,2.39808282,3.13803139,,,0.04324574,,0.00313323,,,0.56273286,0.02211662,0.01833333,,0.00024846,,,,0.02044572,1.06913528,,0.00002616,1.21238769,,0.09224274,,,0.74071673,,0.03573174,,,0.02130361,0.01433735,0.13458459,0.11307412,,0.04905452,,0.01171244,,1.38830661,21.23438403,,,,0.344067,25.0797,,0.344067,,,,,,,0,,
01/2000,0.315797,0.002881,,,,,0.000976,0.003384,0.060432,0.012223,0.000128,0.000148,0.034748,0.000796,0.160993,,15.471429,4.233333,,,,,,,,1.717323,,0.000729,1.255375,0.007431,0.000402,0.000558,0.04408,0.743199,0.000343,0.039023,0.184912,0.012507,0.005834,16.499228,2.640207,10.291806,,0.169331,0.030313,0.617979,0.009411,0.000535,0.025511,0.001044,0.000831,0.004434,0.072605,0.011577,0.172612,2.19612,,0.000143,0.002656,0.552663,0.416903,0.000548,0.000146,0.049466,0.000519,0.045804,0.000456,0.0405,0.356736,0.011532,0.036155,0.236678,0.563894,0.093851,0.099576,0.230984,0.291115,0.000239,,0.053476,0.000396,0.001432,7.70233,9.171026,,0.001433,1.861951,0.377521,21.5652,,0.992564,,0.000248,0.000445,0.000602,,,0.300542,,0.000129
02/2000,0.315797,0.002881,,,,,0.001194,0.004141,0.073953,0.014958,0.000157,0.000182,0.042523,0.000975,0.163625,,19.78356,4.815113,,,,,,,,2.431054,,0.000892,1.256048,0.009094,0.000492,0.000682,0.053942,0.909486,0.000419,0.047755,0.226286,0.012547,0.007139,20.850212,3.182813,11.090893,,0.207218,0.037095,0.617979,0.011517,0.000655,0.031218,0.001278,0.001016,0.005426,0.08885,0.014167,0.211234,2.231148,,0.000175,0.00325,0.552704,0.319558,0.000671,0.000179,0.060534,0.000635,0.056052,0.000558,0.049561,0.436553,0.014112,0.044245,0.23679,0.563894,0.11485,0.121856,0.234539,0.356251,0.000292,,0.065441,0.000484,0.001753,7.751388,13.157656,,0.001754,2.278553,0.452523,27.5292,,1.13154,,0.000304,0.000544,0.000737,,,0.300542,,0.000158
03/2000,0.315797,0.002881,,,,,0.001188,0.004121,0.07361,0.014889,0.000156,0.000181,0.042325,0.00097,0.163558,,17.827965,4.800336,,,,,,,0.05653,3.829383,,0.000887,1.256031,0.009051,0.000489,0.000679,0.053692,0.905263,0.000417,0.047533,0.225235,0.012546,0.007106,18.893629,3.169032,12.546756,,0.206256,0.036923,0.617979,0.011463,0.000652,0.031074,0.001272,0.001012,0.005401,0.088437,0.014101,0.210253,2.230258,,0.000174,0.003235,0.552703,1.953637,0.000668,0.000178,0.060253,0.000632,0.055792,0.000556,0.049331,0.434526,0.014047,0.044039,0.236787,0.563894,0.114317,0.12129,0.234448,0.354597,0.000291,,0.065137,0.000482,0.001745,7.750595,9.578721,,0.001746,2.267972,0.447133,24.9863,,0.992078,,0.000302,0.000542,0.000734,,,0.300542,,0.000157
04/2000,0.315797,0.002881,,,,,0.00107,0.00371,0.066265,0.013403,0.000141,0.000163,0.038102,0.000873,0.162128,,16.100748,4.484324,,,,,,,,2.908331,,0.000799,1.255665,0.008148,0.000441,0.000611,0.048335,0.814939,0.000376,0.04279,0.202762,0.012525,0.006397,17.145309,2.874298,11.506824,,0.185676,0.033239,0.617979,0.01032,0.000587,0.027973,0.001145,0.000911,0.004862,0.079613,0.012694,0.189274,2.211232,,0.000157,0.002912,0.552681,1.219147,0.000601,0.000161,0.054241,0.000569,0.050225,0.0005,0.044409,0.391171,0.012645,0.039645,0.236726,0.563894,0.102911,0.109188,0.232518,0.319216,0.000262,,0.058638,0.000434,0.001571,7.724498,8.815676,,0.001571,2.041681,0.457119,22.3981,,0.954511,,0.000272,0.000488,0.000661,,,0.300542,,0.000141
05/2000,0.315797,0.002881,,,,,0.001095,0.003799,0.067842,0.013722,0.000144,0.000167,0.039009,0.000894,0.162435,,18.636821,4.552298,,,,,,,,4.305204,,0.000818,1.255744,0.008342,0.000451,0.000626,0.049485,0.83433,0.000385,0.043808,0.207586,0.012529,0.006549,19.686045,2.937571,12.944587,,0.190094,0.03403,0.618112,0.010565,0.000601,0.028639,0.001172,0.000932,0.004978,0.081508,0.012996,0.193778,2.215316,,0.00016,0.002982,0.552685,1.844981,0.000616,0.000164,0.055531,0.000582,0.05142,0.000512,0.045466,0.400478,0.012946,0.040589,0.236739,0.563894,0.105359,0.111786,0.232932,0.326812,0.000268,,0.060033,0.000444,0.001608,7.730596,10.676609,,0.001609,2.090261,0.490901,26.4618,,1.04183,,0.000279,0.000499,0.000676,,,0.300542,,0.000145
06/2000,0.315797,0.002881,,,,,0.001452,0.005034,0.089912,0.018186,0.000191,0.000221,0.051699,0.001185,0.166732,,23.0683,5.501735,,,,,,,,6.22645,,0.001084,1.256843,0.011056,0.000598,0.00083,0.065582,1.105742,0.00051,0.05806,0.275115,0.012594,0.008679,24.180804,3.823205,15.071282,,0.251933,0.0451,0.617979,0.014002,0.000796,0.037955,0.001554,0.001236,0.006597,0.108023,0.017224,0.256815,2.272489,,0.000213,0.003952,0.552752,0.648722,0.000816,0.000218,0.073596,0.000772,0.068147,0.000679,0.060256,0.530756,0.017158,0.053792,0.236921,0.563894,0.139633,0.148151,0.238734,0.433125,0.000355,,0.079562,0.000588,0.002131,7.810991,15.614175,,0.002132,2.770234,0.413356,31.8037,,1.01734,,0.000369,0.000662,0.000896,,,0.300542,,0.000192
07/2000,0.315797,0.002881,,,,,0.001276,0.004427,0.079068,0.015993,0.000168,0.000194,0.045464,0.001042,0.164621,,18.800845,5.035193,,,,,,,,4.86405,,0.000953,1.256303,0.009723,0.000526,0.00073,0.057673,0.972392,0.000448,0.051058,0.241937,0.012562,0.007632,19.882194,3.388075,13.600276,,0.22155,0.039661,0.617979,0.012313,0.0007,0.033378,0.001366,0.001087,0.005801,0.094995,0.015147,0.225844,2.244399,,0.000187,0.003475,0.552719,0.559738,0.000718,0.000192,0.064721,0.000679,0.059929,0.000597,0.052989,0.466748,0.015088,0.047305,0.236832,0.563894,0.122794,0.130284,0.235883,0.380891,0.000312,,0.069967,0.000518,0.001874,7.772146,11.774799,,0.001875,2.43615,0.463013,25.8037,,1.09234,,0.000325,0.000582,0.000788,,,0.300542,,0.000169
08/2000,0.315797,0.002881,,,,,0.001519,0.005269,0.094102,0.019034,0.0002,0.000231,0.054108,0.00124,0.167548,,21.594868,5.682021,,,,,,,,3.865798,,0.001135,1.257052,0.011571,0.000626,0.000868,0.068639,1.157271,0.000534,0.060765,0.287936,0.012607,0.009084,22.719412,3.991351,12.70989,,0.263673,0.047202,0.617979,0.014654,0.000833,0.039724,0.001626,0.001293,0.006904,0.113057,0.018027,0.268783,2.283343,,0.000223,0.004136,0.552765,2.206777,0.000854,0.000228,0.077026,0.000808,0.071323,0.00071,0.063064,0.55549,0.017957,0.056299,0.236956,0.563894,0.146141,0.155055,0.239836,0.453309,0.000372,,0.08327,0.000616,0.00223,7.827267,12.451658,,0.002232,2.899331,0.459687,29.7897,,0.952906,,0.000386,0.000692,0.000938,,,0.300542,,0.000201
09/2000,0.315797,0.002881,,,,,0.000889,0.003082,0.055046,0.011134,0.000117,0.000135,0.031651,0.000725,0.159944,,7.034393,4.001583,,,,,,,0.037687,5.07914,,0.000664,1.255106,0.006769,0.000366,0.000508,0.040151,0.676959,0.000312,0.035545,0.168431,0.012492,0.005314,8.046717,2.42406,13.679276,,0.154239,0.027611,0.617979,0.008572,0.000487,0.023237,0.000951,0.000757,0.004039,0.066134,0.010545,0.157228,2.182167,,0.00013,0.002419,0.552646,1.319335,0.0005,0.000133,0.045057,0.000472,0.041721,0.000416,0.03689,0.32494,0.010504,0.032933,0.236634,0.563894,0.085487,0.090701,0.229568,0.265169,0.000217,,0.04871,0.00036,0.001305,7.68556,,,0.001305,1.695997,0.444472,9.12841,,0.927326,,0.000226,0.000405,0.000549,,,0.300542,,0.000118
10/2000,0.315797,0.002881,,,,,0.005192,0.018007,0.321616,0.065052,0.000684,0.00079,0.184927,0.004238,0.211847,,124.050122,15.480823,,,,,,,,2.732083,,0.003877,1.268386,0.039548,0.002139,0.002968,0.23459,3.955269,0.001824,0.207681,0.984094,0.013277,0.031046,125.838015,13.121409,13.491434,,0.901171,0.161323,0.627603,0.050085,0.002847,0.135766,0.005558,0.00442,0.023597,0.3864,0.061611,0.918635,2.872737,,0.000761,0.014135,0.553457,1.362869,0.002918,0.000779,0.263255,0.00276,0.243765,0.002428,0.215538,1.898528,0.061373,0.192416,0.238832,0.563894,0.499473,0.529939,0.29965,1.549301,0.001271,,0.284595,0.002105,0.007623,8.658245,108.635858,,0.007627,9.909207,0.466354,174.997,,1.04891,,0.00132,0.002367,0.003206,,,0.300542,,0.000687
11/2000,0.315797,0.002881,,,,,0.001288,0.004467,0.079781,0.016137,0.00017,0.000196,0.045874,0.001051,0.16476,,14.876651,5.065862,,,,,,,0.621833,4.471629,,0.000962,1.256339,0.00981,0.00053,0.000736,0.058193,0.981157,0.000452,0.051518,0.244118,0.012564,0.007701,15.960048,3.416679,13.809283,,0.223547,0.040018,0.617979,0.012424,0.000706,0.033679,0.001379,0.001097,0.005854,0.095852,0.015284,0.22788,2.246245,,0.000189,0.003506,0.552722,0.445472,0.000724,0.000193,0.065304,0.000685,0.060469,0.000602,0.053467,0.470955,0.015224,0.047731,0.236838,0.563894,0.123901,0.131459,0.236071,0.384325,0.000315,,0.070598,0.000522,0.001891,7.776546,7.942582,,0.001892,2.458111,0.473128,19.6907,,1.02206,,0.000328,0.000587,0.000795,,,0.300542,,0.00017
12/2000,0.315797,0.002881,,,,,0.001837,0.006372,0.11381,0.02302,0.000242,0.00028,0.06544,0.0015,0.171386,,24.361053,6.529998,,,,,,,0.018843,9.166547,,0.001372,1.258034,0.013995,0.000757,0.00105,0.083014,1.399644,0.000645,0.073492,0.34824,0.012665,0.010986,25.542225,4.782233,18.182809,,0.318896,0.057087,0.617979,0.017724,0.001008,0.048043,0.001967,0.001564,0.00835,0.136735,0.021802,0.325076,2.334399,,0.000269,0.005002,0.552825,1.5771,0.001033,0.000276,0.093158,0.000977,0.086261,0.000859,0.076272,0.671829,0.021718,0.06809,0.237118,0.563894,0.176748,0.187529,0.245017,0.548249,0.00045,,0.100709,0.000745,0.002697,7.901496,15.231192,,0.002699,3.506555,0.431307,33.0179,,1.06739,,0.000467,0.000837,0.001134,,,0.300542,,0.000243
01/2001,0.315797,0.002881,,,,,0.001084,0.003759,0.067136,0.013579,0.000143,0.000165,0.038603,0.000885,0.162298,,16.559267,4.521772,,,,,,,,5.047019,,0.000809,1.255709,0.008255,0.000446,0.00062,0.04897,0.825643,0.000381,0.043352,0.205425,0.012527,0.006481,17.606329,2.909224,13.689174,,0.188115,0.033675,0.617979,0.010455,0.000594,0.028341,0.00116,0.000923,0.004926,0.080659,0.012861,0.19176,2.213487,,0.000159,0.002951,0.552683,1.527933,0.000609,0.000163,0.054953,0.000576,0.050885,0.000507,0.044993,0.396308,0.012811,0.040166,0.236734,0.563894,0.104262,0.110622,0.232746,0.323409,0.000265,,0.059408,0.000439,0.001591,7.731091,8.938189,,0.001592,2.068498,0.467262,25.4546,,1.12695,,0.000276,0.000494,0.000669,,,0.378619,,0.000143
02/2001,0.315797,0.002881,,,,,0.000543,0.001885,0.033662,0.006809,0.000072,0.000083,0.019355,0.000444,0.15578,,10.152734,3.106457,,,,,,,0.018843,3.145698,,0.000406,1.254041,0.004139,0.000224,0.000311,0.024553,0.413979,0.000191,0.021737,0.103,0.012429,0.003249,11.128563,1.565936,11.492083,,0.094321,0.016885,0.642926,0.005242,0.000298,0.01421,0.000582,0.000463,0.00247,0.040443,0.006449,0.096149,2.12677,,0.00008,0.001479,0.552581,0.648074,0.000305,0.000082,0.027554,0.000289,0.025514,0.000254,0.022559,0.19871,0.006424,0.020139,0.236458,0.563894,0.052277,0.055466,0.223946,0.162158,0.000133,,0.029787,0.00022,0.000798,7.608614,4.458324,,0.000798,1.037149,0.543802,23.652,,1.14947,,0.000138,0.000248,0.000336,,,0.378619,,0.000072
03/2001,0.315797,0.002881,,,,,0.001095,0.003799,0.067856,0.013725,0.000144,0.000167,0.039017,0.000894,0.162438,,15.641224,4.552762,,,,,,,,2.785025,,0.000818,1.255745,0.008344,0.000451,0.000626,0.049495,0.8345,0.000385,0.043817,0.207629,0.012529,0.00655,16.690356,2.938127,11.428734,,0.190133,0.034037,0.617979,0.010567,0.000601,0.028645,0.001173,0.000933,0.004979,0.081524,0.012999,0.193818,2.215352,,0.00016,0.002982,0.552685,0.585286,0.000616,0.000164,0.055543,0.000582,0.051431,0.000512,0.045475,0.40056,0.012949,0.040597,0.23674,0.563894,0.105381,0.111809,0.232936,0.326878,0.000268,,0.060045,0.000444,0.001608,7.734468,8.940271,,0.001609,2.090689,0.544198,25.2315,,1.13055,,0.000279,0.000499,0.000676,,,0.378619,,0.000145
04/2001,0.315797,0.002881,,,,,0.001171,0.004062,0.072543,0.014673,0.000154,0.000178,0.041712,0.000956,0.163351,,16.23037,4.754412,,,,,,,0.018843,4.939498,,0.000875,1.255978,0.00892,0.000482,0.000669,0.052913,0.892137,0.000411,0.046844,0.221969,0.012543,0.007003,17.292967,3.126201,22.16966,,0.203265,0.036388,0.617979,0.011297,0.000642,0.030623,0.001254,0.000997,0.005323,0.087155,0.013897,0.207204,2.227494,,0.000172,0.003188,0.5527,0.460314,0.000658,0.000176,0.059379,0.000623,0.054983,0.000548,0.048616,0.428226,0.013843,0.043401,0.236778,0.563894,0.112659,0.119531,0.234168,0.349455,0.000287,,0.064192,0.000475,0.001719,7.752082,9.507822,,0.00172,2.235088,0.548342,32.3177,,1.08203,,0.000298,0.000534,0.000723,,,0.378619,,0.000155
05/2001,0.315797,0.002881,,,,,0.001126,0.003904,0.069721,0.014102,0.000148,0.000171,0.040089,0.000919,0.162801,,15.794197,4.633014,,,,,,,,4.514877,,0.000841,1.255838,0.008573,0.000464,0.000643,0.050855,0.857438,0.000395,0.045022,0.213336,0.012535,0.00673,16.848689,3.012975,19.60705,,0.195359,0.034972,0.61798,0.010858,0.000617,0.029432,0.001205,0.000958,0.005116,0.083765,0.013356,0.199145,2.220184,,0.000165,0.003064,0.552691,0.530043,0.000633,0.000169,0.057069,0.000598,0.052844,0.000526,0.046725,0.41157,0.013305,0.041713,0.236755,0.563894,0.108278,0.114882,0.233426,0.335863,0.000275,,0.061696,0.000456,0.001652,7.742068,9.09016,,0.001653,2.148156,0.585193,54.5832,,1.08385,,0.000286,0.000513,0.000695,,,0.378619,,0.000149
06/2001,0.315797,0.002881,,,,,0.001138,0.003946,0.070481,0.014256,0.00015,0.000173,0.040526,0.000929,0.162949,,15.871257,4.665685,,,,,,,,4.682461,,0.00085,1.255875,0.008667,0.000469,0.00065,0.051409,0.866777,0.0004,0.045512,0.215659,0.012537,0.006803,16.92793,3.043447,13.394741,,0.197487,0.035353,0.617979,0.010976,0.000624,0.029752,0.001218,0.000969,0.005171,0.084678,0.013502,0.201314,2.222151,,0.000167,0.003098,0.552693,0.532611,0.00064,0.000171,0.057691,0.000605,0.05342,0.000532,0.047234,0.416053,0.01345,0.042167,0.236761,0.563894,0.109457,0.116134,0.233626,0.339521,0.000278,,0.062368,0.000461,0.00167,7.745238,9.140901,,0.001671,2.171551,0.491143,40.6028,,1.08631,,0.000289,0.000519,0.000703,,,0.378619,,0.00015
07/2001,0.315797,0.002881,,,,,0.00122,0.004232,0.075589,0.015289,0.000161,0.000186,0.043463,0.000996,0.163944,,16.847419,4.885476,,,,,,,,8.225867,,0.000911,1.25613,0.009295,0.000503,0.000698,0.055135,0.929598,0.000429,0.048811,0.231289,0.012552,0.007297,17.91877,3.248438,16.951714,,0.2118,0.037915,0.617979,0.011771,0.000669,0.031909,0.001306,0.001039,0.005546,0.090815,0.01448,0.215905,2.235384,,0.000179,0.003322,0.552709,0.73816,0.000686,0.000183,0.061872,0.000649,0.057291,0.000571,0.050657,0.446207,0.014424,0.045223,0.236803,0.563894,0.11739,0.12455,0.234969,0.364129,0.000299,,0.066888,0.000495,0.001792,7.764489,9.751771,,0.001793,2.328938,0.548355,37.6422,,1.16497,,0.00031,0.000556,0.000753,,,0.378619,,0.000161
