,AF: Imports: % of Total Goods Imports: The Arab World,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: % of Total Goods Imports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Total Goods Exports: The Arab World,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Commercial Service,AF: Imports: Commercial Service,AF: Exports: Goods,AF: Imports: Goods,AF: Goods Trade: % of GDP,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Border Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Exports: Lead Time: Median Case,AF: Imports: Lead Time: Median Case,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services","AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: European Union,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AO: Imports: cif: Euro Area,AF: (DC)Exports: Lead Time,AF: (DC)Imports: Lead Time,AF: (DC)Imports: Number of Documents,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: fob: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea
06/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012537,,,,,0.000608,0.001705,0.007197,,0.002,0.011258,0.00024,50.291316,125.681478,194.372002,4.307042,67.07222,11.879157,10.827093,0.080173,198.679044,61.138425,,,,,,,,,,,,,2.90281,155.934,79.7053,82.6081,94.2406,51.3401,,0.001675,
07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.537194,139.758844,211.577854,4.283123,89.701378,11.805228,10.759711,0.212526,215.860977,80.972892,,,,,,,,,,,,,2.97461,164.11,93.0897,96.0643,125.546,53.4017,,,
08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.822027,128.13314,196.894905,4.213424,71.09837,11.5898,10.563362,0.037699,201.108329,64.331266,,,,,,,,,,,,,3.54067,152.249,86.0535,89.5942,100.994,68.113,,,
09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012537,,,,,0.000601,0.001632,0.007196,,0.006,0.008228,0.000257,66.244056,133.271061,224.005986,5.548263,74.623988,15.715478,14.323654,0.344704,229.554249,65.94508,,,,,,,,,,,,,3.5717,155.48,98.881,102.453,102.379,64.4517,,0.001668,
10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.203995,185.368891,297.039776,7.377191,108.735514,21.368269,19.475812,0.225894,304.416967,97.572734,,,,,,,,,,,,,3.33992,226.886,119.864,123.204,151.465,91.6615,,,
11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.925246,189.197903,312.36365,8.757367,92.812454,25.63406,23.363808,0.285617,321.121017,84.666682,,,,,,,,,,,,,3.39928,225.983,105.815,109.214,127.983,116.03,,,
12/2002,3.29104157,,,,,0,,,,,,21.92359183,0.00921555,14.8362621,99.27787,,,,,2452,100,62.93190265,,,47.34290478,25.84551955,13.73779741,11.71459923,0.00088998,0.03426054,26.81157567,722.034756,26.81157567,46.00541289,0.07723574,39.0192074,3.26616899,3.27114089,32.06177973,0.37165987,32.06177973,,,,,,,,,,,0.35797238,,,,,,0.012537,,,,,0.000685,0.00009,0.007192,,0.007,0.008903,0.000379,52.684477,151.423404,221.475717,4.096894,91.837691,11.229635,10.235095,0.116308,225.572611,79.887074,,,,,,,,,,100,2452,,3.50743,192.606,93.347,96.8544,124.541,61.7027,,0.002816,
01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.138584,150.535693,224.439801,4.992951,85.600656,13.999147,12.759328,0.395606,229.432752,69.918582,,,,,,,,,,,,,1.47304,178.381,85.3361,86.8092,110.069,71.1627,,,
02/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.223474,162.345255,257.669,6.079947,98.561644,17.35879,15.821428,1.032805,263.748947,81.961789,,,,,,,,,,,,,1.38952,198.486,109.122,110.512,129.106,71.4922,,,
03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198234,,0.000045,,,0.002179,0.000325,0.020336,,0.004,0.002582,0.000268,51.514131,155.879135,225.17546,4.181322,100.698754,11.490583,10.472933,0.134645,229.356782,84.166088,,,,,,,,,,,,,1.47393,193.565,99.7411,101.215,135.354,61.1473,,,
04/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.482404,161.219354,232.546734,4.194113,104.849188,11.530121,10.508968,0.350043,236.740847,82.251737,,,,,,,,,,,,,1.33225,205.139,99.939,101.271,130.682,65.3552,,,
05/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.590816,155.136093,222.891544,3.851731,97.45287,10.471899,9.544467,0.297069,226.743275,90.982884,,,,,,,,,,,,,1.32878,209.333,103.174,104.503,145.491,55.3539,,,
06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198234,,0.000052,,,0.002163,0.000078,0.025626,,,0.003135,0.000339,65.449829,158.734105,251.051678,6.032569,85.865645,17.212353,15.68796,0.391832,257.084247,73.853129,,,,,,,,,,,,,1.40437,187.753,111.736,113.14,116.357,83.5552,,,
07/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.985081,181.205904,289.926447,6.41313,117.083002,18.388578,16.760014,0.186994,296.339577,103.8122,,,,,,,,,,,,,1.42112,236.436,136.778,138.199,174.658,82.8917,,,
08/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.934929,184.344826,290.000712,7.225206,104.535023,20.898508,19.047655,0.266035,297.225918,85.433434,,,,,,,,,,,,,1.40162,242.692,118.043,119.444,145.452,97.6835,,,
09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198234,,0.000049,,,0.001832,,0.023179,,0.02,0.004248,0.000345,83.586297,358.561838,478.254735,7.916844,262.58401,23.031606,20.991838,0.298976,486.171579,250.464645,,,,,,,,,,,,,1.45151,635.595,137.315,138.767,539.05,119.704,,,
10/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.60545,192.054405,282.819097,5.481895,122.308369,15.50726,14.133877,0.323446,288.300992,106.781964,,,,,,,,,,,,,1.48673,254.232,125.539,127.026,172.191,86.3796,,,
11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.871183,212.97034,327.267371,6.555261,129.264584,18.824123,17.156986,0.166995,333.822632,114.323421,,,,,,,,,,,,,1.33333,273.042,140.916,142.249,184.928,129.633,,,
12/2003,3.59007078,,,,,0.01099611,,,,,,24.53669367,0.00014154,13.499374,149.781301,,,,,2101,144,49.71694104,,,40.22014698,24.86448036,12.20422703,12.25879257,0.00834918,0.02945808,34.90437655,992.732655,34.90437655,32.23478343,0.42009917,29.11324358,1.48502449,0.97813745,43.22838136,0.23827874,43.22838136,,,,,,,,,,,0.3636535,,,,,,0.198234,,0.000052,,,0.002355,0.001435,0.033643,,0.152,0.005128,0.000363,74.280259,175.484206,275.658818,5.835525,107.606198,16.60002,15.129858,0.321761,281.494343,93.136525,,,,,,,,,,144,2101,,1.46187,228.997,137.143,138.605,154.471,97.5464,,,
01/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.767878,199.607306,339.6496,9.975079,86.430021,29.427871,26.821624,0.333924,349.624679,76.228526,,,,,,,,,,,,,1.97386,253.029,264.495,266.468,126.101,302.506,,,
02/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.900106,170.999575,255.811589,5.424175,102.969115,15.347666,13.988417,0.252646,261.235764,94.715837,,,,,,,,,,,,,1.66235,223.675,257.034,258.697,156.346,229.261,,,
03/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006813,0.122463,,,,,0.000612,0.003466,0.011995,,0.174,0.004205,0.002875,74.114804,182.171477,283.34918,6.065418,118.03274,17.331637,15.79668,0.116683,289.414598,102.102384,,,,,,,,,,,,,1.91003,233.455,302.62,304.53,163.99,245.356,,,
04/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.560724,209.908192,320.516294,6.469272,139.305105,18.581134,16.935516,0.043812,326.985566,89.210947,,,,,,,,,,,,,1.90958,291.228,305.269,307.179,145.536,259.918,,,
05/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.679985,172.216734,283.076369,6.903203,103.586817,19.923686,18.159167,0.210044,289.979572,89.432946,,,,,,,,,,,,,2.18274,213.537,299.664,301.847,141.45,251.706,,,
06/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001139,0.122463,,,,,0.000757,0.000146,0.014305,,0.042,0.004974,0.003436,95.81369,168.270269,297.969409,7.45385,101.783926,21.627351,19.711949,0.5552,305.423259,87.341281,,,,,,,,,,,,,2.33442,205.729,330.766,333.101,137.147,258.722,,,
07/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.941117,173.266657,292.379278,7.512061,99.967222,21.807459,19.876106,0.099323,299.891339,93.064602,,,,,,,,,,,,,2.28923,224.405,314.802,317.091,153.864,263.163,,,
08/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91547,180.857481,294.719066,6.855675,107.778708,19.776643,18.025147,0.201301,301.574741,86.638048,,,,,,,,,,,,,2.3398,218.257,293.24,295.579,144.797,260.723,,,
09/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122463,,,,,0.000637,0.00172,0.010136,,0.19,0.006327,0.002969,102.314961,211.882783,360.830265,10.047957,116.092241,29.653347,27.027131,0.05932,370.878222,99.639063,,,,,,,,,,,,,2.34262,264.552,327.272,329.615,160.725,303.018,,,
10/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.261339,245.643366,403.983409,10.749275,143.207045,31.823182,29.004797,0.318835,414.732684,120.650556,,,,,,,,,,,,,2.41694,320.436,336.465,338.882,193.465,322.864,,,
11/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.177349,441.445803,575.411897,7.230662,143.888068,20.936827,19.08258,0.175404,582.642559,120.64645,,,,,,,,,,,,,2.16945,533.175,342.576,344.745,199.186,537.002,,,
12/2004,2.46330002,,,,,0.01654099,,,,,,19.42693876,0.00039546,9.38524936,146.160645,,,,,2177,305,47.48625916,,,32.19037781,33.52065119,17.71701995,15.23373313,0.01344932,0.09798949,34.27243001,1148.147677,34.27243001,35.94643688,0.57979082,31.25659578,3.22920715,0.53666498,44.6262289,0.34417815,44.6262289,,,,,,,,,,,0.45845932,,,,,,0.122463,,,,,0.00063,0.004577,0.011271,,0.157,0.007134,0.003931,91.908605,221.188772,347.884296,7.637305,143.38701,22.194947,20.229277,0.083054,355.521601,128.442518,,,,,,,,,,305,2177,,2.52416,301.071,350.667,353.191,211.567,293.706,,,
01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.352492,201.564197,344.402808,9.611151,117.694471,28.301898,25.795372,0.079596,354.013959,105.084234,,,,,,,,,,,,,2.86651,254.927,285.253,288.119,169.257,254.085,,,
02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.23423,284.906565,501.271029,19.103514,104.215337,57.670642,52.563106,0.067077,520.374543,91.272212,,,,,,,,,,,,,2.91271,382.357,264.34,267.253,153.702,346.063,,,
03/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001075,0.050283,,,,,,0.019393,0.011342,,0.067,0.200097,,171.906484,320.664605,598.773593,22.170815,149.661447,67.160664,61.212655,0.290839,620.944408,128.060896,,,,,,,,,,,,,3.2625,434.181,360.729,363.991,213.229,357.314,,,
04/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.742132,214.489529,391.867945,10.862747,119.988814,32.174254,29.324777,0.047427,402.730692,102.624117,,,,,,,,,,,,,3.0719,295.357,326.576,329.648,173.405,267.178,,,
05/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.750638,225.416057,391.558983,11.42361,133.975025,33.909529,30.906369,0.090914,402.982593,120.237274,,,,,,,,,,,,,3.29522,299.697,300.058,303.353,199.87,263.674,,,
06/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001819,0.050283,,,,,,0.026475,0.014226,,0.136,0.217914,,118.873535,229.854246,404.051165,11.816601,135.740271,35.125414,32.014571,0.131953,415.867766,109.566398,,,,,,,,,,,,,3.22032,311.258,313.465,316.686,183.403,264.779,,,
07/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.834515,232.978809,454.055662,14.852699,116.30728,44.518902,40.576135,0.134861,468.908361,93.507201,,,,,,,,,,,,,3.24301,303.6,356.401,359.644,157.327,322.771,,,
08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.582909,252.581399,446.172245,13.380453,150.878243,39.963873,36.424517,0.16629,459.552698,122.882945,,,,,,,,,,,,,3.22137,346.644,342.356,345.577,210.419,278.702,,,
09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050283,,,,,,0.010632,0.013132,,0.076,0.231659,,153.067159,272.775177,495.722413,14.778975,158.3811,44.290809,40.368243,0.166181,510.501388,127.732632,,,,,,,,,,,,,3.33578,369.33,358.378,361.714,206.508,301.528,,,
10/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.177489,270.931486,495.664609,14.916455,160.645821,44.716163,40.755926,0.627104,510.581064,131.935972,,,,,,,,,,,,,3.57645,361.245,361.065,364.642,215.726,316.689,,,
11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.442184,279.965823,536.837676,15.297836,186.159107,45.896122,41.831383,0.234463,552.135512,158.896947,,,,,,,,,,,,,3.17551,384.99,395.805,398.981,261.968,316.145,,,
12/2005,1.47953633,,,,,0.00558605,,,,,,18.28575746,0.00017469,8.7975701,184.330171,,,,,2471,384,45.98060246,,,23.73496973,26.59972249,11.62178942,14.01833799,0.02014001,0.0482171,49.65972173,1717.635416,49.65972173,29.83242716,0.7459533,26.16233726,1.62968546,0.81138481,51.88164069,0.48306633,51.88164069,,,,,,,,,,,0.89123797,,,,,,0.050283,,,,,,0.009744,0.014253,,0.099,0.242785,,172.051728,303.473806,565.276506,18.822827,174.137551,56.802212,51.771587,0.205627,584.099333,143.685968,67,80,10,10,,,,,,384,2470.74,,3.60758,407.914,395.286,398.893,234.594,341.843,,,
01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.197403,306.385118,549.671943,15.432096,192.751332,46.311523,42.209995,0.134698,565.104039,169.444869,,,,,,,,,,,,,4.06418,426.755,347.486,351.55,285.397,276.085,,,
02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.545497,288.152476,522.329174,17.170401,181.794317,51.689722,47.11188,0.253134,539.499575,147.065519,,,,,,,,,,,,,3.99986,399.293,301.51,305.51,251.473,267.583,,,
03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003138,-0.000146,,,,0.00896,0.019783,0.012991,,0.153,0.051602,0.000207,224.144911,339.905273,670.097643,22.139257,204.128905,67.06304,61.123676,0.151742,692.2369,167.048257,,,,,,,,,,,,,3.98715,452.672,445.226,449.213,273.161,344.256,,,
04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.751895,265.362335,563.659573,17.763449,160.863743,53.524568,48.784224,0.680255,581.423022,143.856585,,,,,,,,,,,,,4.18892,352.821,401.775,405.964,237.475,345.63,,,
05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.312883,353.25581,635.974962,18.345662,240.649947,55.325904,50.426027,1.404152,654.320624,213.233921,,,,,,,,,,,,,4.32412,493.757,384.742,389.066,347.879,294.221,,,
06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003138,-0.000169,,,,0.008353,0.008238,0.01137,,0.127,0.063009,0.000227,175.946788,367.883646,641.783789,20.49206,234.484922,61.966714,56.478701,0.685262,662.275849,189.23038,,,,,,,,,,,,,4.3316,520.97,343.609,347.94,322.951,315.762,,,
07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.458551,324.281116,613.323568,19.806354,202.988488,59.845189,54.545066,0.064412,633.129922,185.04252,,,,,,,,,,,,,4.5205,446.393,365.507,370.027,308.708,306.94,,,
08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.595525,329.763027,643.315209,22.120783,219.330274,67.00587,61.07157,0.219843,665.435992,188.25887,,,,,,,,,,,,,4.65447,472.918,386.609,391.264,320.332,303.191,,,
09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003138,-0.000175,,,,0.00735,0.025051,0.01208,,0.405,0.072687,0.000238,276.314692,666.734991,1057.570397,23.863617,197.696797,72.398094,65.986237,0.339649,1081.434014,172.931066,,,,,,,,,,,,,4.67101,953.651,501.686,506.357,293.994,771.803,,,
10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.051408,400.341425,732.534836,22.76902,236.519742,69.011474,62.899549,0.727891,755.303856,201.256436,,,,,,,,,,,,,4.75017,561.462,405.922,410.672,335.467,377.377,,,
11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.122935,573.675808,969.411947,26.121008,258.02752,79.382309,72.351903,0.173391,995.532955,215.395511,,,,,,,,,,,,,4.35037,802.667,490.534,494.884,364.518,644.158,,,
12/2006,1.31199641,,,,,0,,,,,,20.26529296,0.00014882,10.52098393,143.130672,,,,,2744,416,45.32879111,,,20.82464749,31.63912604,16.93196204,14.13619327,0.03554119,0.07313549,47.53622647,2052.058433,47.53622647,40.2285151,0.12567188,35.06020289,3.69528971,0.95435938,39.50604312,0.39299124,39.50604312,,,,,,,,,,,0.46229405,,,,,,0.003138,-0.000182,,,,0.009842,0.003114,0.012051,,0.254,0.08157,0.000252,243.449549,368.502206,730.995173,24.784018,256.700431,75.245746,68.58169,0.210196,755.779191,219.590404,67,71,10,10,,,,,,408,2582,,4.51079,520.317,451.823,456.333,373.016,319.585,,,
01/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.135902,383.054251,702.082389,22.657891,229.819766,66.206831,60.343296,0.235916,724.74028,186.285897,,,,,,,,,,,,,3.87627,535.253,314.659,318.535,310.959,296.815,,,
02/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.640373,596.590172,1034.632869,32.216242,404.725402,71.997471,65.621095,0.676505,1066.849111,358.113768,,,,,,,,,,,,,3.80427,495.16,279.904,283.709,328.499,204.822,,,
03/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000204,,,,,0.000501,0.0146,0.006244,,0.041,0.057641,,605.479177,748.883147,1599.789407,63.257891,530.246028,161.493744,147.19123,0.469372,1663.047298,465.165073,,,,,,,,,,,,,4.1668,635.267,361.713,365.88,447.924,247.39,,,
04/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.01274,704.180563,1198.849952,30.10851,478.739844,65.796161,59.968998,0.701717,1228.958462,417.649162,,,,,,,,,,,,,4.08256,578.841,389.401,393.484,390.247,253.046,,,
05/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.342262,783.481269,1287.873821,32.220689,532.504036,71.815625,65.455354,0.600515,1320.09451,466.942856,,,,,,,,,,,,,4.3825,655.346,399.25,403.633,448.817,290.225,,,
