,AF: Imports: % of Total Goods Imports: The Arab World,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: % of Total Goods Imports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Total Goods Exports: The Arab World,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Commercial Service,AF: Imports: Commercial Service,AF: Exports: Goods,AF: Imports: Goods,AF: Goods Trade: % of GDP,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Border Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Exports: Lead Time: Median Case,AF: Imports: Lead Time: Median Case,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services","AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: European Union,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AO: Imports: cif: Euro Area,AF: (DC)Exports: Lead Time,AF: (DC)Imports: Lead Time,AF: (DC)Imports: Number of Documents,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: fob: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea
12/1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,60,,,,,,,,,,
12/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,65,,,,,,,,,,
12/1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,65,,,,,,,,,,
12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,65,,,,,,,,,,
12/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,46,,,,,,,,,,
12/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,57,,,,,,,,,,
12/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.36,73,,,,,,,,,,
12/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.88,81,,,,,,,,,,
01/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,7.7,7.85,0.2,6.55,,,,8.05,5.4,,,,,,,,,,,,,,,,,,,,,
02/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,7.7,7.85,0.2,6.55,,,,8.05,5.4,,,,,,,,,,,,,,,,,,,,,
03/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,8.5,9.2,,7.2,,0.1,,9.2,6.1,,,,,,12,,2,,,,,,,,,,,,,
04/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.6,8.9,0.1,7.3,,,,9,6.1,,,,,,,,,,,,,,,,,,,,,
05/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,13.5,14.3,,11.7,,,,14.3,9.7,,,,,,,,,,,,0.1,,,,,,,,,
06/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,8.9,9.3,0.7,8,,,,10,6.4,,,,,,13,,2.2,,,,,,,,,,,,,
07/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,11.2,11.7,,9.6,,,,11.7,7.3,,,,,,,,,,,,,,,,,,,,,
08/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.2,8.5,0.4,7.1,,,,8.9,6.1,,,,,,,,,,,,,,,,,,,,,
09/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9.4,9.8,0.3,8.2,,,,10.1,7,,,,,,12,,2.2,,,,,,,,,,,,,
10/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.5,9,,7,,,,9,5.7,,,,,,,,,,,,0.1,,,,,,,,,
11/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9.5,10,0.1,8.3,,,,10.1,7.2,,,,,,,,,,,,,,,,,,,,,
12/1960,,,,,,,,,,,,46.49298597,30.26052104,,49.9,,,,,87,50,25.47520503,,,,,,,,,,,,,,,,,23.24649299,,23.24649299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,17.5,18.4,1,14.8,,,,19.4,12.5,,,,,,13,,2.3,,50,87,0.1,,,,,,,,,
01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.95,7.3,,5.9,,,,7.3,4.8,,,,,,,,,,,,0.05,,,,,,,,,
02/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.95,7.3,,5.9,,,,7.3,4.8,,,,,,,,,,,,0.05,,,,,,,,,
03/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,5.5,6.2,,4.5,,,,6.2,3.7,,,,,,14,,2.6,,,,,,,,,,,,,
04/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.5,8.9,,7.3,,,,8.9,5.7,,,,,,,,,,,,,,,,,,,,,
05/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,8.6,9.4,0.4,7.4,,,,9.8,5.7,,,,,,,,,,,,,,,,,,,,,
06/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.6,8,0.1,6.6,,,,8.1,5.3,,,,,,13,,2.7,,,,,,,,,,,,,
07/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7.1,7.3,,5.7,,,,7.3,4,,,,,,,,,,,,,,,,,,,,,
08/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,12.1,14,0.6,10.2,,1,,14.6,8.3,,,,,,,,,,,,0.3,,,,,,,,,
09/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.7,9.4,0.1,7.2,,0.1,,9.5,5.8,,,,,,13,,2.3,,,,,,,,,,,,,
10/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,8.2,9.7,0.7,7,,,,10.4,5.8,,,,,,,,,,,,,,,,,,,,,
11/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,8.2,8.6,,6.8,,,,8.6,5.3,,,,,,,,,,,,,,,,,,,,,
12/1961,,,,,,,,,,,,45.50561798,42.13483146,,53.4,,,,,99,53,27.69230736,,,,,,,,,,,,,,,,,12.35955056,,12.35955056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,16.1,17.1,0.1,13.3,,,,17.2,11,,,,,,13,,2.3,,53,99,,,,,,,,,,
01/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,7.65,8.15,0.05,6.55,,,,8.2,5.35,,,,,,,,,,,,,,,,,,,,,
02/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,7.65,8.15,0.05,6.55,,,,8.2,5.35,,,,,,,,,,,,,,,,,,,,,
03/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9,9.9,,7.8,,,,9.9,6.1,,,,,,10,,2.5,,,,,,,,,,,,,
04/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10.9,11.7,,9,,,,11.7,6.5,,,,,,,,,,,,,,,,,,,,,
05/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,12.3,13,0.1,9.9,,,,13.1,8.5,,,,,,,,,,,,,,,,,,,,,
06/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10.4,10.7,0.3,8.7,,,,11,6.9,,,,,,10,,2.4,,,,,,,,,,,,,
07/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,12.3,13.3,0.2,10.5,,,,13.5,8.4,,,,,,,,,,,,0.1,,,,,,,,,
08/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.1,10.5,,7.7,,,,10.5,6.3,,,,,,,,,,,,,,,,,,,,,
09/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,8.5,9.2,,7.1,,,,9.2,5.7,,,,,,18,,4,,,,,,,,,,,,,
10/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,9.7,11.7,,8.1,,,,11.7,6.3,,,,,,,,,,,,1.2,,,,,,,,,
11/1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9.5,10.1,,8.1,,,,10.1,6.7,,,,,,,,,,,,,,,,,,,,,
12/1962,,7.8352668,0.03977495,6.10992782,28.65213764,,53.75585242,31.94702634,,13.83135651,,35.31409168,51.10356537,,58.9,,,,,116,58,31.82926765,,,,,,,,,,,,,,,,,13.58234295,,13.58234295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,17.7,19.3,0.1,14.6,,,,19.4,12.4,,,,,,20,,2.7,0.96661662,58,116,,,,,,,,,,
03/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,3.7,,,,,,,,,,,,,
04/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,8.6,10.3,,7.4,,,,10.3,6.3,,,,,,,,,,,,,,,,,,,,,
05/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,14,14.6,,11.7,,,,14.6,10.2,,,,,,,,,,,,,,,,,,,,,
06/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,10.2,11,0.1,8.5,,,,11.1,7.1,,,,,,9,,2.6,,,,,,,,,,,,,
07/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,15,16.9,,12.6,,,,16.9,10.2,,,,,,,,,,,,,,,,,,,,,
08/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,12.1,12.8,,10.1,,,,12.8,8.4,,,,,,,,,,,,,,,,,,,,,
09/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.7,11.1,,8.5,,,,11.1,7.4,,,,,,17,,3,,,,,,,,,,,,,
10/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,14.7,15.5,,12.1,,,,15.5,9.8,,,,,,,,,,,,,,,,,,,,,
11/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,11.6,12.3,0.1,9.6,,0.1,,12.4,7.7,,,,,,,,,,,,0.1,,,,,,,,,
12/1963,,13.11986389,0.22788446,8.36383462,41.0557216,,61.10060501,26.51911952,,9.46729173,,35.37803138,45.07845934,0.57061341,70.1,,,,,125,70,25.9615357,,,,,,,,,,,,0.99857347,0.42796006,,,0.57061341,18.54493581,,18.54493581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,14.2,15.4,0.1,11.7,,,,15.5,9.8,,,,,,29,,3.2,1.39443796,70,125,,,,,,,,,,
01/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
02/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
03/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39,0,0,,,,,,,,,,,,,
04/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,11.6,12.2,,9.7,,,,12.2,8,,,,,,,4.57,,,,,0.1,,,,,,,,,
05/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.9,12.9,,10.4,,,,12.9,9,,,,,,,4.91,,,,,,,,,,,,,,
06/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,14.2,14.9,,12.5,,,,14.9,10.8,,,,,,10.55,5.43,14.91,,,,,,,,,,,,,
07/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,11.6,12.5,,10.2,,,,12.5,8.5,,,,,,,4.37,,,,,,,,,,,,,,
08/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,14.6,15.3,,12.6,,,,15.3,10.3,,,,,,,4.44,,,,,,,,,,,,,,
09/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.7,12.6,0.1,10.1,,,,12.7,8.3,,,,,,12.86,5.33,14.14,,,,,,,,,,,,,
10/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,13,13.6,,11.5,,,,13.6,9.6,,,,,,,4.44,,,,,,,,,,,,,,
11/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.9,17,,11.9,,0.1,,17,10.2,,,,,,,5.66,,,,,,,,,,,,,,
12/1964,,17.3358408,0.1629126,6.56562614,30.2510646,57.12250712,54.43718347,32.60326449,,12.87941589,,30.31609195,44.25287356,,69.6,,,,,124,64,23.49999869,,,33.68945869,,,,,,9.18803419,140.4,9.18803419,,,,,,25.43103448,,25.43103448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,19,20.3,0.3,16,,,0.1,20.6,13.5,,,,,,22.23,5.57,15.67,1.4982337,64.03,124,0.1,,,,,,,,,
01/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,14,14.6,0.2,12.4,,,,14.8,9.9,,,,,,,6.05,,,,,,,,,,,,,,
02/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,6.7,7.1,,5.2,,,,7.1,4.5,,,,,,,3.68,,,,,,,,,,,,,,
03/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,14.5,15.1,,12.4,,,,15.1,10.3,,,,,,21.17,3.73,13.46,,,,,,,,,,,,,
04/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,8.3,8.9,,7.6,,,,8.9,6.3,,,,,5.17,,3.39,,,,,,,,,,,,,,
05/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,11.5,12.2,,9.4,,,,12.2,7.9,,,,,5.34,,5.48,,,,,,,,,,,,,,
06/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.3,19.3,,15.9,,,,19.3,13.3,,,,,3.85,14.36,4.85,13.72,,,,,,,,,,,,,
07/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,21.8,23.1,,18.5,,,,23.1,15.2,,,,,2.07,,5.37,,,,,0.1,,,,,,,,,
08/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,22.2,23.1,,19,,,,23.1,15.7,,,,,2.63,,5.39,,,,,,,,,,,,,,
09/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,16.5,17.4,,14.7,,,,17.4,12.2,,,,,4.35,9.05,3.83,14.59,,,,,,,,,,,,,
10/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,12.5,14.1,,10.5,,,0.1,14.1,8.7,,,,,7.23,,3.18,,,,,,,,,,,,,,
11/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,14.6,15.2,0.1,12.9,,,,15.3,10.7,,,,,10.44,,4.56,,,,,,,,,,,,,,
12/1965,,17.09985058,0.12604762,4.18954814,28.52289387,54.36968291,45.76089561,41.06746127,,13.07219252,,41.43884892,37.55395683,,69.5,,,,,121,74,19.37086148,,,38.66976025,,,,,,6.96055684,129.3,6.96055684,0.14388489,0.14388489,,,,20.86330935,,20.86330935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,21.7,24.1,0.3,18.5,,,,24.4,15.1,,,,,11.6,29.35,4.95,12.69,1.08015556,73.93,121,0.1,,,,,,,,,
01/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,14.4,16.2,,12.3,,,,16.2,10.1,,,,,6.77,,5.39,,,,,,,,,,,,,,
02/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9.7,10.2,0.2,8.4,,,,10.4,7.3,,,,,4.31,,6.01,,,,,,,,,,,,,,
03/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,16.7,18.1,,14.2,,,,18.1,10.9,,,,,6.2,17.28,4.99,16.39,,,,0.1,,,,,,,,,
04/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,15.4,16.9,,13,,,,16.9,10.6,,,,,3.29,,5.32,,,,,,,,,,,,,,
05/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,15.5,16.3,,12.5,,,,16.3,10.1,,,,,4.62,,6.4,,,,,,,,,,,,,,
06/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,15,15.7,0.1,12.6,,,,15.8,10.1,,,,,5.94,13.84,5.78,17.5,,,,,,,,,,,,,
07/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,16.4,17.6,,13.4,,,,17.6,11.5,,,,,2.84,,4.22,,,,,,,,,,,,,,
08/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,17.5,18.7,0.2,15.6,,,,18.9,13,,,,,5.91,,4.6,,,,,,,,,,,,,,
